time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),wind_direction_10m_dominant (°),winddirection_10m_dominant (°),wind_gusts_10m_mean (km/h),wind_speed_10m_mean (km/h),wind_gusts_10m_min (km/h),wind_speed_10m_min (km/h),relative_humidity_2m_mean (%),relative_humidity_2m_max (%),relative_humidity_2m_min (%),sunshine_duration (s)
2010-01-01,-1.8,-0.1,-7.6,-6.6,-4.2,-14.3,1.20,0.00,1.19,6.0,21.4,45.0,293,293,28.7,14.0,14.0,9.0,79,93,59,4924.69
2010-01-02,-12.5,-8.4,-14.4,-19.3,-15.1,-21.5,0.00,0.00,0.07,0.0,23.5,50.8,326,326,45.0,20.9,40.7,14.3,58,63,49,26298.24
2010-01-03,-12.5,-10.0,-15.1,-19.4,-17.1,-21.9,1.30,0.00,1.19,8.0,28.0,61.6,330,330,50.9,21.9,38.9,17.1,65,70,62,6286.25
2010-01-04,-10.6,-7.7,-12.6,-16.4,-13.6,-19.2,0.00,0.00,0.21,0.0,20.1,45.4,336,336,37.7,15.4,28.4,9.3,70,77,62,25221.31
2010-01-05,-8.8,-6.1,-11.7,-14.0,-10.9,-16.7,1.40,0.00,1.26,8.0,16.9,37.1,328,328,27.9,12.0,19.8,7.7,75,78,68,5900.95
2010-01-06,-6.8,-3.9,-8.7,-12.0,-9.6,-14.0,0.00,0.00,0.00,0.0,18.1,36.0,321,321,29.3,13.7,24.5,8.9,76,80,67,25770.04
2010-01-07,-6.3,-2.6,-7.9,-10.8,-6.4,-13.0,0.00,0.00,0.00,0.0,12.3,26.3,331,331,19.4,8.8,11.9,4.3,77,82,67,17747.35
2010-01-08,-9.9,-7.9,-12.4,-15.7,-13.1,-18.3,0.30,0.00,0.70,3.0,20.3,41.4,350,350,33.8,15.8,23.0,12.3,74,80,63,17159.36
2010-01-09,-13.4,-9.2,-16.4,-19.1,-14.6,-22.3,0.00,0.00,0.00,0.0,17.0,33.1,345,345,26.0,13.0,17.6,8.3,68,77,53,28958.43
2010-01-10,-10.3,-3.8,-15.5,-15.9,-9.7,-20.8,0.00,0.00,0.00,0.0,20.7,38.5,253,253,27.1,14.2,16.2,8.9,73,80,62,29053.76
2010-01-11,-7.2,-5.0,-8.6,-12.2,-9.0,-14.9,0.50,0.00,0.84,5.0,20.9,38.2,251,251,23.4,11.0,6.5,2.0,72,83,66,12554.39
2010-01-12,-8.9,-5.8,-11.2,-14.0,-11.3,-16.4,0.00,0.00,0.00,0.0,16.0,30.6,334,334,24.2,11.2,14.4,6.8,74,84,57,26228.34
2010-01-13,-4.5,-0.2,-11.0,-9.5,-5.0,-15.8,0.00,0.00,0.00,0.0,19.5,42.1,241,241,26.4,13.1,15.5,7.7,78,83,68,23991.18
2010-01-14,-1.9,3.1,-7.0,-6.4,-1.4,-11.5,0.00,0.00,0.00,0.0,18.6,37.4,222,222,24.9,12.1,13.0,6.1,82,89,70,29477.91
2010-01-15,1.4,2.9,-1.1,-2.7,-1.1,-5.0,0.00,0.00,0.00,0.0,17.9,33.8,271,271,25.2,12.1,14.0,6.2,81,88,68,8909.48
2010-01-16,-0.2,3.4,-3.2,-4.4,-0.3,-7.9,0.00,0.00,0.00,0.0,15.3,28.1,240,240,21.9,10.8,15.1,6.3,78,88,62,29249.84
2010-01-17,-1.0,2.5,-4.2,-4.3,-0.1,-7.7,0.00,0.00,0.00,0.0,10.4,27.7,152,152,14.4,5.8,4.7,1.5,89,95,81,22849.04
2010-01-18,-0.7,2.4,-2.8,-4.4,-1.4,-6.6,0.00,0.00,0.00,0.0,10.7,23.4,281,281,16.8,8.0,9.0,3.6,83,96,65,24632.68
2010-01-19,-0.8,2.3,-2.5,-4.7,-1.9,-6.4,1.00,0.10,0.70,7.0,11.6,26.6,260,260,19.4,8.5,13.3,6.6,77,85,59,10587.73
2010-01-20,-3.7,-1.7,-6.6,-8.5,-6.2,-11.5,0.00,0.00,0.00,0.0,15.0,28.8,345,345,26.1,11.8,18.4,8.6,70,82,54,29109.99
2010-01-21,-4.4,-1.0,-7.6,-9.0,-6.0,-12.2,0.00,0.00,0.00,0.0,15.5,34.6,72,72,22.5,10.7,7.6,3.2,77,85,72,30352.85
2010-01-22,-1.7,1.6,-4.1,-6.4,-3.2,-9.1,0.00,0.00,0.00,0.0,15.3,34.6,70,70,24.7,12.4,11.9,5.9,73,88,55,30488.43
2010-01-23,-2.9,0.1,-5.6,-7.6,-4.6,-10.4,0.00,0.00,0.00,0.0,15.5,37.4,94,94,25.3,12.1,17.3,10.1,76,87,67,30626.08
2010-01-24,1.8,4.8,-0.3,-2.4,1.9,-4.5,6.40,6.40,0.00,9.0,17.1,35.3,118,118,27.8,13.2,17.3,9.4,83,94,67,5407.46
2010-01-25,3.3,5.2,-0.2,-0.3,2.5,-5.3,14.80,14.80,0.00,15.0,20.2,41.0,222,222,25.8,12.5,7.9,3.8,89,99,70,3600.00
2010-01-26,-0.2,1.4,-1.3,-5.7,-4.8,-6.6,0.00,0.00,0.35,0.0,25.7,51.5,243,243,36.9,18.2,28.1,14.5,69,77,55,20942.16
2010-01-27,-2.8,-1.8,-4.1,-8.9,-7.3,-10.0,0.00,0.00,0.14,0.0,22.8,49.0,245,245,40.1,19.0,31.7,14.1,50,59,43,18473.73
2010-01-28,-7.4,-3.8,-12.6,-14.2,-9.8,-18.5,0.40,0.00,0.63,3.0,31.2,74.5,282,282,48.9,21.8,31.7,13.4,46,64,29,31348.04
2010-01-29,-12.9,-10.0,-15.5,-18.6,-16.5,-21.0,0.00,0.00,0.00,0.0,18.5,43.6,316,316,34.2,12.9,22.3,9.3,45,55,31,31501.59
2010-01-30,-13.4,-8.9,-17.2,-18.0,-13.1,-22.0,0.00,0.00,0.00,0.0,10.1,22.0,44,44,13.5,5.0,7.6,1.1,45,60,29,31658.01
2010-01-31,-7.7,-3.6,-11.1,-13.6,-10.2,-16.7,0.00,0.00,0.21,0.0,22.5,47.2,250,250,30.7,15.6,12.6,8.4,57,64,48,24844.64
2010-02-01,-7.8,-3.5,-11.5,-13.5,-10.0,-16.6,0.00,0.00,0.00,0.0,20.3,44.6,273,273,33.6,14.7,19.1,6.5,53,67,33,31163.53
2010-02-02,-5.6,-1.8,-10.0,-9.8,-5.9,-14.2,0.40,0.00,0.35,4.0,6.8,18.4,200,200,12.9,5.5,8.3,1.1,63,76,47,14629.66
2010-02-03,-3.6,1.0,-7.5,-8.3,-5.1,-13.2,0.50,0.00,0.70,3.0,19.8,42.8,294,294,23.4,10.7,7.6,2.6,68,86,47,25709.99
2010-02-04,-5.0,0.9,-9.8,-10.0,-4.4,-14.5,0.00,0.00,0.00,0.0,15.1,30.6,278,278,21.4,9.9,11.9,6.5,53,66,24,32267.56
2010-02-05,-3.6,-0.2,-5.9,-8.3,-5.0,-11.5,0.00,0.00,0.00,0.0,19.2,42.1,36,36,22.2,10.4,9.7,4.1,62,72,49,25810.41
2010-02-06,-8.9,-5.9,-11.7,-15.1,-11.9,-18.3,0.00,0.00,0.00,0.0,20.5,43.2,22,22,39.2,17.3,34.2,14.4,53,59,43,32562.47
2010-02-07,-8.4,-2.6,-12.1,-14.2,-8.8,-17.6,0.00,0.00,0.00,0.0,17.6,40.0,339,339,32.4,14.8,25.2,12.7,56,71,37,32636.03
2010-02-08,-7.1,-0.6,-11.0,-12.8,-6.5,-16.5,0.00,0.00,0.00,0.0,17.3,38.9,319,319,33.2,14.5,27.4,12.2,59,70,41,32665.83
2010-02-09,-6.8,-4.4,-9.0,-11.7,-9.2,-13.8,0.70,0.00,0.70,4.0,20.0,38.9,44,44,24.9,10.5,15.5,5.1,66,75,54,10657.03
2010-02-10,-4.4,-0.9,-7.2,-10.2,-6.8,-13.5,2.80,0.00,1.96,14.0,21.5,46.4,7,7,38.9,18.2,30.6,14.2,74,79,65,12451.01
2010-02-11,-7.1,-1.1,-11.1,-12.8,-6.9,-16.7,0.00,0.00,0.00,0.0,18.8,40.3,319,319,33.5,15.2,26.3,11.0,60,71,42,33286.97
2010-02-12,-6.5,-0.4,-10.2,-11.5,-5.6,-15.2,0.00,0.00,0.00,0.0,12.8,31.0,299,299,25.6,10.5,19.1,6.8,58,72,35,33517.82
2010-02-13,-6.3,-1.9,-9.6,-11.4,-7.5,-14.2,0.10,0.00,0.14,1.0,16.7,41.4,315,315,27.7,11.2,17.3,7.1,59,69,41,30810.25
2010-02-14,-4.0,0.9,-6.4,-9.7,-5.3,-12.0,0.00,0.00,0.14,0.0,23.0,47.9,287,287,38.7,16.8,29.9,12.9,61,71,42,31722.38
2010-02-15,-3.1,0.5,-5.2,-7.8,-4.1,-10.2,0.00,0.00,0.00,0.0,14.1,31.7,273,273,24.7,10.4,15.8,6.6,59,70,43,32767.66
2010-02-16,-3.2,0.9,-6.2,-7.6,-3.6,-10.3,0.00,0.00,0.00,0.0,11.9,26.3,307,307,18.7,7.6,11.9,3.7,60,72,44,20675.40
2010-02-17,-1.9,0.5,-3.6,-7.3,-5.3,-9.1,0.40,0.00,0.70,2.0,20.9,43.9,308,308,35.9,16.9,25.2,12.5,69,76,58,4483.74
2010-02-18,-1.2,1.5,-2.5,-6.8,-4.6,-8.4,0.00,0.00,0.00,0.0,21.7,46.8,312,312,42.6,18.2,37.1,12.6,66,76,51,31975.64
2010-02-19,-0.9,4.0,-2.9,-6.3,-1.6,-8.6,0.00,0.00,0.00,0.0,19.4,46.4,301,301,38.6,16.8,31.3,12.1,65,74,49,33736.71
2010-02-20,-0.6,4.8,-4.3,-5.4,-0.3,-8.7,0.00,0.00,0.00,0.0,16.1,35.6,306,306,27.2,12.6,17.3,9.2,67,78,51,35202.22
2010-02-21,-1.0,4.1,-3.8,-5.6,-0.7,-8.3,0.00,0.00,0.00,0.0,13.4,30.2,330,330,23.9,10.8,14.0,7.2,59,78,33,35455.22
2010-02-22,-3.1,-1.4,-4.5,-8.0,-5.6,-9.5,7.40,0.00,5.25,11.0,20.7,41.8,73,73,28.3,13.4,16.6,7.4,75,96,63,0.00
2010-02-23,-0.7,1.0,-2.6,-4.1,-2.6,-6.2,1.20,0.00,1.12,5.0,10.7,28.8,294,294,15.2,6.4,9.4,2.7,86,98,73,4258.39
2010-02-24,-3.1,0.6,-6.2,-6.9,-2.8,-11.0,0.00,0.00,0.00,0.0,11.2,18.4,333,333,11.8,5.1,7.6,0.4,75,85,57,22527.49
2010-02-25,-4.9,-3.3,-7.1,-10.6,-8.1,-13.8,2.00,0.00,1.89,12.0,23.1,50.0,326,326,37.0,17.6,15.5,7.3,76,85,66,18060.55
2010-02-26,-2.6,1.7,-7.0,-8.3,-3.4,-14.2,8.40,0.30,6.02,17.0,28.3,57.6,337,337,42.7,20.3,19.8,12.0,83,90,79,0.00
2010-02-27,0.4,2.8,-1.2,-4.2,-1.5,-5.8,2.30,0.50,1.33,12.0,20.0,39.2,343,343,30.4,15.3,24.5,11.1,85,90,75,6142.92
2010-02-28,0.6,3.7,-1.4,-3.9,-0.8,-6.1,0.00,0.00,0.00,0.0,16.2,35.6,340,340,29.8,14.3,26.3,12.3,83,91,66,31612.89
2010-03-01,-0.7,2.3,-2.8,-5.5,-2.3,-7.7,0.00,0.00,0.00,0.0,17.7,38.2,338,338,32.7,15.2,26.3,10.9,80,88,67,34612.59
2010-03-02,-1.5,2.0,-4.6,-5.7,-1.2,-9.2,0.00,0.00,0.00,0.0,13.8,28.8,356,356,21.6,9.8,15.8,5.6,78,84,68,35718.62
2010-03-03,-0.2,3.2,-2.4,-4.8,-0.9,-6.9,0.00,0.00,0.00,0.0,15.9,33.1,355,355,28.2,13.1,22.0,11.2,71,84,56,34814.23
2010-03-04,-1.9,2.1,-4.9,-7.3,-3.1,-10.5,0.00,0.00,0.00,0.0,18.1,41.8,348,348,35.2,16.7,31.0,14.0,63,74,48,37489.54
2010-03-05,-1.9,2.1,-4.6,-7.0,-2.6,-9.8,0.00,0.00,0.00,0.0,16.1,37.4,346,346,29.5,14.1,21.6,9.4,63,76,43,37672.69
2010-03-06,0.5,8.6,-5.5,-4.3,4.1,-10.6,0.00,0.00,0.00,0.0,14.8,27.0,312,312,23.6,11.7,19.1,9.4,49,66,26,37854.96
2010-03-07,3.8,11.0,-0.5,-1.0,6.2,-5.7,0.00,0.00,0.00,0.0,17.3,38.9,276,276,28.9,14.4,23.0,11.3,52,74,29,38036.63
2010-03-08,5.3,13.3,0.5,0.6,8.7,-4.5,0.00,0.00,0.00,0.0,18.7,40.3,295,295,30.1,15.0,24.1,12.9,55,68,33,38219.02
2010-03-09,3.4,11.1,-2.0,0.4,9.5,-5.7,0.00,0.00,0.00,0.0,11.7,22.3,320,320,16.4,6.7,10.4,2.2,75,89,55,38402.17
2010-03-10,2.0,6.5,-2.1,-1.7,2.4,-5.6,0.00,0.00,0.00,0.0,14.6,32.8,83,83,20.1,9.3,9.7,5.4,78,91,66,34594.57
2010-03-11,5.4,9.3,1.7,1.8,6.6,-1.8,0.00,0.00,0.00,0.0,17.9,34.6,86,86,24.5,11.4,15.1,7.2,73,82,66,38770.27
2010-03-12,4.2,5.0,3.5,0.1,1.4,-0.6,3.70,3.70,0.00,8.0,23.4,46.8,85,85,35.2,17.4,28.8,13.8,93,99,77,0.00
2010-03-13,3.6,5.0,2.6,-1.9,-0.9,-3.2,13.30,12.30,0.70,11.0,30.7,62.3,78,78,52.3,25.3,42.8,22.0,86,93,75,2088.59
2010-03-14,3.2,5.1,1.4,-1.5,1.1,-3.7,14.90,10.20,3.29,16.0,27.5,54.4,58,58,41.9,19.6,29.9,14.0,88,95,81,0.00
2010-03-15,6.2,11.6,3.1,2.1,7.9,-0.9,0.10,0.10,0.00,1.0,17.2,36.0,21,21,30.3,13.7,25.2,5.4,67,87,47,30073.58
2010-03-16,6.3,13.7,0.1,2.6,11.2,-4.2,0.00,0.00,0.00,0.0,12.3,24.8,351,351,19.3,9.3,11.2,3.6,55,72,33,39512.64
2010-03-17,7.0,14.3,0.9,3.6,12.9,-3.0,0.00,0.00,0.00,0.0,13.4,22.3,305,305,19.6,9.6,15.1,6.0,59,76,47,39585.68
2010-03-18,8.3,15.4,3.6,4.2,12.3,-1.4,0.00,0.00,0.00,0.0,18.4,36.0,266,266,25.2,13.2,15.5,7.9,50,67,41,37235.45
2010-03-19,8.9,15.6,2.3,5.7,12.4,-1.1,0.00,0.00,0.00,0.0,17.3,39.6,258,258,25.5,12.1,15.5,6.2,70,89,55,39691.47
2010-03-20,3.3,7.0,0.3,-1.0,3.2,-4.3,0.10,0.00,0.28,1.0,16.3,30.6,340,340,24.6,12.0,18.4,9.4,63,75,55,8893.26
2010-03-21,1.7,5.2,-1.0,-1.8,2.5,-5.3,0.00,0.00,0.00,0.0,10.5,21.2,33,33,16.6,7.1,9.0,2.9,71,91,59,28433.46
2010-03-22,2.7,6.4,0.1,-2.0,1.3,-5.1,2.70,2.70,0.00,7.0,20.0,40.0,43,43,30.6,15.1,15.1,7.4,65,88,44,23362.80
2010-03-23,2.8,3.8,1.3,-1.4,-0.4,-2.8,3.20,2.20,0.70,8.0,19.7,38.9,5,5,31.7,14.8,23.4,8.9,86,97,74,442.48
2010-03-24,5.6,13.5,-0.4,1.5,9.9,-5.1,0.00,0.00,0.00,0.0,13.7,32.0,304,304,25.4,11.5,16.9,8.4,53,87,26,40568.18
2010-03-25,2.8,6.6,-0.8,-2.2,2.3,-7.4,0.00,0.00,0.00,0.0,21.0,41.8,308,308,28.5,14.0,14.4,9.3,52,70,31,263.47
2010-03-26,-2.6,0.0,-5.5,-7.9,-3.9,-12.0,0.00,0.00,0.00,0.0,22.0,42.5,17,17,30.5,12.6,9.4,1.3,33,51,28,41142.60
2010-03-27,-1.0,2.7,-4.7,-5.4,-1.7,-8.6,0.00,0.00,0.00,0.0,13.2,33.1,129,129,19.6,8.5,7.2,2.7,49,72,29,40978.98
2010-03-28,2.6,6.1,-0.6,-1.1,2.4,-4.7,8.30,8.30,0.00,12.0,13.9,35.6,119,119,21.7,10.2,10.4,6.0,80,97,65,9776.59
2010-03-29,4.8,9.2,1.2,1.0,6.3,-3.3,1.70,1.70,0.00,7.0,17.3,41.0,359,359,28.4,13.0,14.8,8.4,78,98,52,36268.91
2010-03-30,4.5,11.5,-1.2,0.7,7.8,-5.0,0.00,0.00,0.00,0.0,13.1,29.2,360,360,22.0,9.9,14.4,7.2,58,80,35,41788.83
2010-03-31,6.2,13.6,-1.1,2.9,10.7,-4.7,0.00,0.00,0.00,0.0,12.2,27.4,211,211,17.6,8.3,10.8,1.3,60,79,44,42081.71
2010-04-01,8.0,15.5,1.3,5.4,14.1,-2.2,0.00,0.00,0.00,0.0,13.3,32.0,151,151,19.6,8.7,11.5,5.4,73,86,58,40984.88
2010-04-02,14.4,22.3,8.4,12.7,21.6,5.9,0.00,0.00,0.00,0.0,15.6,34.2,201,201,20.5,9.7,10.4,5.9,67,83,51,38756.63
2010-04-03,13.6,20.7,7.9,11.4,20.1,5.3,0.10,0.10,0.00,1.0,29.7,68.4,196,196,31.4,14.3,13.3,7.1,73,89,59,40612.05
2010-04-04,11.5,16.2,7.1,8.3,14.7,4.1,0.00,0.00,0.00,0.0,19.5,45.0,221,221,28.8,13.0,18.4,8.0,58,78,40,42595.06
2010-04-05,13.7,21.3,8.9,10.7,17.7,5.1,1.40,1.40,0.00,3.0,23.8,49.0,251,251,29.2,13.7,12.6,5.2,57,81,32,41004.87
2010-04-06,8.3,10.1,7.1,6.1,8.7,4.3,6.90,6.90,0.00,13.0,13.0,32.8,85,85,23.0,8.6,11.2,5.0,87,99,73,1174.80
2010-04-07,13.1,19.8,7.3,11.8,20.1,5.6,5.90,5.90,0.00,10.0,16.3,51.5,274,274,31.8,9.5,15.1,4.1,84,99,64,17151.74
2010-04-08,8.3,10.9,6.1,5.4,9.6,1.8,16.30,16.30,0.00,16.0,18.6,41.4,150,150,32.3,14.8,20.9,7.7,92,99,69,0.00
2010-04-09,2.8,4.6,0.8,-2.8,-0.1,-4.5,0.00,0.00,0.00,0.0,23.9,47.9,276,276,40.6,19.5,31.3,15.5,54,67,43,7640.98
2010-04-10,6.1,12.2,-0.1,1.7,8.3,-4.7,0.00,0.00,0.00,0.0,21.3,45.4,253,253,34.0,15.4,20.2,9.4,57,75,39,44147.13
2010-04-11,9.8,16.0,3.7,6.2,12.9,0.3,0.00,0.00,0.00,0.0,19.5,43.6,303,303,29.5,13.1,19.4,7.9,56,82,27,44317.34
2010-04-12,7.4,12.4,2.7,3.9,9.8,-1.3,0.00,0.00,0.00,0.0,11.4,28.4,341,341,21.2,9.8,14.4,6.4,51,75,32,42882.62
2010-04-13,7.9,11.8,3.8,4.6,10.1,-0.0,0.00,0.00,0.00,0.0,10.6,27.4,46,46,18.4,8.5,7.9,4.7,53,66,43,44653.70
2010-04-14,8.3,14.7,0.6,5.5,12.9,-2.5,0.00,0.00,0.00,0.0,9.9,24.8,184,184,14.4,6.4,4.7,1.5,55,79,33,44819.60
2010-04-15,10.5,18.5,3.4,8.1,17.2,0.6,0.00,0.00,0.00,0.0,14.3,31.0,181,181,19.1,8.6,9.4,2.9,66,86,46,43825.54
2010-04-16,13.3,19.5,5.7,10.1,17.0,-0.0,2.40,2.40,0.00,3.0,23.3,49.3,286,286,35.4,16.7,16.2,4.7,63,80,44,40401.38
2010-04-17,4.7,6.5,3.1,-0.8,0.5,-1.9,0.00,0.00,0.00,0.0,24.3,50.0,298,298,43.5,20.2,27.0,14.0,59,79,46,18012.51
2010-04-18,7.3,12.6,3.3,2.9,8.1,-0.8,0.00,0.00,0.00,0.0,19.8,43.6,333,333,34.2,16.0,27.0,13.0,62,88,36,41199.22
2010-04-19,9.0,15.1,3.7,5.2,12.7,-0.5,0.00,0.00,0.00,0.0,16.8,32.4,335,335,28.4,13.2,23.8,11.7,51,72,34,45507.56
2010-04-20,10.6,17.0,4.0,8.0,16.2,0.7,0.00,0.00,0.00,0.0,12.9,29.2,321,321,19.0,7.7,11.9,0.7,55,75,38,45575.59
2010-04-21,10.7,17.8,3.3,7.9,15.2,0.5,0.30,0.30,0.00,2.0,17.8,33.1,309,309,21.2,9.2,9.4,2.2,58,84,35,45648.95
2010-04-22,7.0,11.3,3.5,3.3,9.3,-0.6,0.00,0.00,0.00,0.0,16.0,33.8,338,338,27.8,12.2,23.0,8.5,59,79,38,45711.48
2010-04-23,7.6,13.8,1.5,4.9,13.0,-2.5,0.00,0.00,0.00,0.0,10.8,20.2,2,2,17.0,7.1,11.5,0.5,57,80,42,45869.84
2010-04-24,9.7,15.3,3.7,6.7,12.3,1.0,0.30,0.30,0.00,1.0,15.0,35.6,106,106,19.5,8.7,4.7,1.8,57,77,36,37379.91
2010-04-25,8.5,9.8,7.6,4.9,6.9,3.4,8.90,8.90,0.00,11.0,19.6,41.8,76,76,31.9,14.6,19.1,10.7,72,87,58,6795.52
2010-04-26,11.5,15.4,7.6,7.8,14.0,3.6,0.00,0.00,0.00,0.0,27.2,49.3,22,22,33.2,15.1,24.1,8.2,56,68,39,45981.73
2010-04-27,6.2,9.1,3.3,0.1,3.6,-2.6,0.00,0.00,0.00,0.0,26.7,58.3,346,346,49.0,23.1,31.7,16.8,42,60,30,46449.25
2010-04-28,7.2,11.8,3.4,2.0,6.5,-1.7,0.00,0.00,0.00,0.0,25.5,56.2,316,316,41.0,19.3,25.2,14.2,43,65,23,46617.18
2010-04-29,11.0,18.3,4.6,7.2,16.0,-0.8,0.10,0.10,0.00,1.0,17.0,36.4,289,289,27.4,12.3,14.0,3.7,39,50,27,44585.72
2010-04-30,12.1,18.9,8.2,9.9,18.7,5.4,1.00,1.00,0.00,2.0,14.6,32.0,132,132,20.7,8.8,7.6,2.0,62,69,54,44899.23
2010-05-01,16.6,24.7,9.4,15.5,24.6,7.5,0.00,0.00,0.00,0.0,18.6,41.0,204,204,24.9,11.5,8.3,2.6,72,85,54,32439.78
2010-05-02,17.6,21.3,14.7,17.8,21.6,14.5,10.80,10.80,0.00,6.0,23.0,42.8,204,204,30.2,13.1,14.4,7.4,90,98,82,5199.83
2010-05-03,18.4,22.0,14.2,17.2,19.9,12.9,14.20,14.20,0.00,9.0,19.2,42.5,264,264,32.0,13.3,14.0,8.0,67,100,37,46444.05
2010-05-04,15.9,19.6,11.9,13.2,16.2,10.4,0.10,0.10,0.00,1.0,24.8,55.4,274,274,31.0,14.1,11.9,2.3,55,82,32,47000.93
2010-05-05,16.5,23.6,9.5,14.7,20.9,7.5,3.80,3.80,0.00,4.0,27.3,59.8,208,208,35.8,12.7,9.7,3.3,64,85,39,43546.48
2010-05-06,12.0,14.6,8.6,8.2,11.2,5.2,0.00,0.00,0.00,0.0,26.8,60.5,284,284,40.3,18.0,17.3,9.4,61,84,44,47603.79
2010-05-07,7.7,10.3,4.7,4.6,7.7,1.9,17.70,17.70,0.00,13.0,21.9,47.2,69,69,23.6,10.7,10.1,2.0,75,90,60,26785.06
2010-05-08,7.2,10.7,3.5,2.2,5.0,-1.9,2.60,2.60,0.00,8.0,36.4,77.8,286,286,51.4,23.7,20.2,7.4,75,94,58,32561.03
2010-05-09,4.8,8.9,1.4,-0.8,3.4,-4.4,0.00,0.00,0.00,0.0,25.0,56.5,311,311,45.5,20.5,25.6,12.6,53,73,35,44785.99
2010-05-10,7.3,12.6,1.6,3.3,9.6,-3.0,0.00,0.00,0.00,0.0,16.6,40.0,323,323,28.2,11.5,14.0,4.4,49,76,30,48637.85
2010-05-11,6.3,9.0,3.0,2.0,4.0,-0.3,5.50,5.50,0.00,9.0,23.2,49.0,90,90,32.5,15.8,11.5,5.8,68,89,49,3544.81
2010-05-12,7.7,11.0,5.5,4.4,8.5,1.3,1.20,1.20,0.00,3.0,22.0,49.7,79,79,33.5,14.1,9.4,1.6,82,91,66,23215.59
2010-05-13,7.4,11.5,2.9,4.2,7.8,-0.3,9.90,9.90,0.00,10.0,19.4,53.3,88,88,29.0,12.0,5.0,2.6,80,94,58,22272.00
2010-05-14,13.2,19.1,5.9,10.8,16.8,3.7,0.00,0.00,0.00,0.0,22.8,48.2,264,264,31.8,14.2,9.4,4.7,73,98,44,37711.25
2010-05-15,11.1,13.8,7.6,7.8,10.5,4.0,0.00,0.00,0.00,0.0,17.9,40.0,307,307,29.5,13.7,18.7,9.7,65,76,56,26986.09
2010-05-16,13.4,18.5,7.9,11.4,18.7,4.7,0.00,0.00,0.00,0.0,12.3,27.7,357,357,20.8,9.0,7.2,3.7,59,77,42,48893.78
2010-05-17,12.9,17.9,7.5,10.2,15.1,4.8,0.00,0.00,0.00,0.0,17.3,37.8,68,68,21.7,11.0,9.7,6.3,60,83,44,37785.91
2010-05-18,13.5,18.2,9.9,11.4,16.8,7.8,0.00,0.00,0.00,0.0,16.1,37.1,108,108,18.7,9.2,9.0,1.8,62,77,47,44275.21
2010-05-19,15.5,23.2,7.5,14.0,22.6,5.2,0.00,0.00,0.00,0.0,13.7,33.8,341,341,19.8,8.4,6.8,3.4,60,84,38,49221.32
2010-05-20,19.7,27.0,12.8,18.6,27.3,9.4,0.00,0.00,0.00,0.0,14.5,25.6,317,317,21.3,9.6,15.5,4.7,53,74,36,49400.80
2010-05-21,16.1,19.6,12.6,15.1,19.5,11.5,0.00,0.00,0.00,0.0,12.2,31.7,83,83,22.1,10.0,13.7,7.2,69,83,59,38479.33
2010-05-22,16.2,19.3,13.3,15.4,18.9,12.1,2.00,2.00,0.00,6.0,12.8,36.7,125,125,27.1,10.1,18.7,6.6,77,84,67,15979.68
2010-05-23,17.2,21.2,14.0,17.7,22.1,13.8,0.00,0.00,0.00,0.0,11.9,28.4,137,137,17.7,7.1,9.0,1.3,85,95,73,42549.68
2010-05-24,18.7,24.2,12.8,20.3,27.2,12.6,0.00,0.00,0.00,0.0,10.9,28.4,144,144,14.8,5.4,4.0,0.4,84,97,67,49766.01
2010-05-25,20.6,26.4,13.2,22.2,29.7,13.2,0.00,0.00,0.00,0.0,11.5,24.5,190,190,15.7,6.2,5.0,0.5,75,97,57,49816.65
2010-05-26,23.9,30.1,17.2,25.4,33.3,17.1,0.00,0.00,0.00,0.0,12.0,20.9,340,340,18.2,8.0,14.8,4.8,64,88,43,49864.16
2010-05-27,22.8,28.6,17.8,24.3,32.8,17.5,0.00,0.00,0.00,0.0,12.0,23.8,348,348,19.0,7.2,14.0,1.8,67,82,46,49999.47
2010-05-28,20.1,23.9,16.9,20.7,25.1,17.5,1.10,1.10,0.00,3.0,10.3,26.3,71,71,16.6,7.2,6.5,3.1,71,92,54,47767.20
2010-05-29,21.0,25.7,16.7,20.6,26.4,16.5,0.00,0.00,0.00,0.0,16.9,36.0,345,345,25.6,12.3,10.4,5.5,63,92,40,49989.65
2010-05-30,21.4,27.9,14.0,21.2,29.3,12.7,0.00,0.00,0.00,0.0,11.7,30.2,285,285,17.5,7.3,8.6,3.1,54,74,38,50225.21
2010-05-31,21.5,25.8,15.3,22.7,28.1,15.6,0.80,0.80,0.00,2.0,14.7,37.1,174,174,21.0,7.8,7.2,1.6,70,86,56,46863.70
2010-06-01,22.3,27.0,18.4,22.2,26.1,17.8,5.40,5.40,0.00,7.0,16.0,38.5,303,303,25.2,10.4,10.1,4.0,58,95,27,50131.17
2010-06-02,19.2,24.9,15.2,19.1,25.3,13.0,17.00,17.00,0.00,11.0,16.1,42.1,233,233,27.5,11.6,11.2,4.3,75,98,58,24325.61
2010-06-03,18.0,21.7,15.5,18.5,22.6,15.4,10.10,10.10,0.00,9.0,14.2,38.2,350,350,23.8,8.0,13.7,1.5,84,97,62,24459.60
