time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),wind_direction_10m_dominant (°),winddirection_10m_dominant (°),wind_gusts_10m_mean (km/h),wind_speed_10m_mean (km/h),wind_gusts_10m_min (km/h),wind_speed_10m_min (km/h),relative_humidity_2m_mean (%),relative_humidity_2m_max (%),relative_humidity_2m_min (%),sunshine_duration (s)
2011-04-09,5.2,11.0,0.3,2.7,10.0,-3.4,0.00,0.00,0.00,0.0,10.5,30.2,121,121,16.6,6.3,7.2,0.8,73,90,65,42534.47
2011-04-10,8.6,16.9,3.4,6.7,17.3,0.5,1.80,1.80,0.00,5.0,15.6,38.9,162,162,21.1,8.2,9.0,3.7,89,97,75,20767.71
2011-04-11,14.9,20.9,6.9,11.8,17.6,1.8,0.00,0.00,0.00,0.0,32.4,64.8,249,249,48.1,22.8,25.2,10.4,75,94,51,25452.92
2011-04-12,6.4,10.9,2.1,2.3,8.3,-2.7,0.00,0.00,0.00,0.0,18.6,41.4,14,14,31.5,13.4,11.5,4.8,57,71,35,44437.16
2011-04-13,6.5,10.6,4.3,3.3,8.2,-0.1,0.40,0.40,0.00,3.0,12.3,23.4,35,35,18.9,8.7,9.7,4.7,67,94,44,36431.95
2011-04-14,6.1,11.2,2.3,1.9,8.2,-2.1,0.00,0.00,0.00,0.0,17.7,41.4,351,351,30.7,14.2,12.2,6.6,59,94,42,44770.92
2011-04-15,2.2,5.1,-1.3,-3.4,-0.2,-6.7,0.00,0.00,0.00,0.0,25.2,54.4,81,81,40.0,19.3,24.8,13.8,43,49,35,42917.31
2011-04-16,4.4,6.5,2.3,-0.5,3.2,-4.2,19.10,19.10,0.00,12.0,27.4,71.3,108,108,45.9,21.6,18.4,13.4,86,98,52,942.49
2011-04-17,3.9,6.9,1.3,-2.3,3.5,-4.4,2.20,1.70,0.42,9.0,36.7,86.4,255,255,59.0,25.0,28.8,16.0,62,93,39,43853.58
2011-04-18,1.6,5.4,-0.8,-2.7,2.2,-6.2,0.00,0.00,0.00,0.0,18.6,41.0,283,283,25.1,9.8,7.2,1.8,58,82,51,19018.90
2011-04-19,1.8,5.7,-1.1,-2.8,1.7,-5.4,6.80,6.10,0.49,7.0,25.3,48.6,74,74,32.5,14.8,15.1,8.7,68,85,51,26707.72
2011-04-20,4.0,8.8,1.8,-0.5,6.7,-3.6,15.90,15.90,0.00,9.0,27.0,57.6,322,322,42.8,18.0,15.5,2.2,83,99,62,490.70
2011-04-21,3.9,7.7,0.9,-1.2,2.8,-4.2,0.00,0.00,0.00,0.0,23.5,54.0,305,305,38.8,16.9,17.3,7.2,58,77,38,43562.28
2011-04-22,2.9,7.1,-0.8,-1.2,2.9,-4.3,0.70,0.70,0.00,3.0,19.9,45.0,104,104,27.5,12.8,8.3,3.3,71,92,52,27028.14
2011-04-23,11.0,19.9,3.3,7.5,16.4,-1.1,3.50,3.50,0.00,5.0,25.9,60.1,220,220,44.0,19.2,31.7,14.6,76,97,41,26753.57
2011-04-24,7.8,12.3,3.3,5.6,11.2,0.6,0.60,0.60,0.00,1.0,13.0,29.5,286,286,16.6,5.6,7.9,0.7,74,89,55,40381.72
2011-04-25,6.8,11.3,2.7,4.4,10.0,-0.5,5.60,5.60,0.00,8.0,10.7,24.1,43,43,16.4,6.9,10.1,3.4,82,96,66,22178.98
2011-04-26,8.0,11.2,6.4,5.4,9.1,3.5,7.90,7.90,0.00,12.0,20.2,54.0,90,90,29.5,12.6,10.4,6.9,95,100,90,7611.13
2011-04-27,12.9,17.9,7.9,11.6,16.1,6.2,7.00,7.00,0.00,9.0,29.3,70.2,170,170,32.6,13.6,15.1,6.2,93,100,83,26021.65
2011-04-28,11.0,14.8,7.0,7.2,12.3,3.2,13.50,13.50,0.00,9.0,33.8,77.8,221,221,51.8,21.6,18.7,6.0,78,99,54,11582.39
2011-04-29,6.4,7.8,4.7,2.3,3.6,1.0,0.00,0.00,0.00,0.0,17.3,38.2,290,290,28.4,13.8,15.8,10.6,66,77,54,7154.02
2011-04-30,7.8,13.6,2.0,5.1,13.1,-1.3,0.00,0.00,0.00,0.0,12.8,28.8,80,80,19.3,8.9,12.6,3.3,67,85,50,44603.02
2011-05-01,10.7,16.2,6.1,7.7,13.9,2.2,1.40,1.40,0.00,6.0,24.4,54.4,139,139,34.4,15.0,22.3,11.9,73,95,61,31462.54
2011-05-02,10.1,12.7,6.7,7.9,11.6,3.3,6.00,6.00,0.00,8.0,14.8,38.2,320,320,23.8,10.0,10.4,4.6,81,99,54,13756.26
2011-05-03,5.8,6.9,4.7,2.7,4.1,1.7,8.00,8.00,0.00,16.0,12.8,26.6,9,9,21.0,10.0,13.0,3.3,81,92,59,0.00
2011-05-04,7.7,12.4,3.7,3.4,7.9,-0.1,0.00,0.00,0.00,0.0,21.0,48.2,336,336,35.9,15.9,24.1,11.0,63,92,40,46659.05
2011-05-05,10.1,15.7,4.7,6.1,11.7,0.6,0.00,0.00,0.00,0.0,21.6,49.7,319,319,31.8,14.8,14.4,7.7,48,72,27,48019.73
2011-05-06,10.1,14.7,5.6,6.9,11.5,1.6,2.50,2.50,0.00,7.0,20.2,44.3,238,238,25.4,12.9,13.3,8.4,67,92,55,26585.47
2011-05-07,10.2,14.9,5.1,8.1,13.6,2.3,0.00,0.00,0.00,0.0,10.2,23.4,315,315,19.2,7.7,14.8,3.6,75,93,54,46708.88
2011-05-08,10.5,16.0,5.6,8.1,14.4,2.6,0.00,0.00,0.00,0.0,13.8,33.5,4,4,23.8,10.0,13.7,6.0,67,85,41,48432.73
2011-05-09,11.0,15.7,5.3,9.2,16.0,2.7,0.00,0.00,0.00,0.0,8.6,30.6,65,65,18.5,6.7,9.7,4.5,64,85,45,48552.18
2011-05-10,9.7,13.6,5.8,6.9,10.8,2.9,0.90,0.90,0.00,3.0,16.5,38.2,94,94,21.5,9.3,6.1,1.9,64,76,52,29762.38
2011-05-11,11.1,15.8,7.3,8.7,14.4,4.3,0.00,0.00,0.00,0.0,16.7,38.9,93,93,28.3,12.3,18.7,8.6,71,80,62,46310.59
2011-05-12,12.0,15.9,8.8,10.6,14.9,6.6,0.10,0.10,0.00,1.0,11.0,31.0,92,92,20.2,7.7,6.8,3.0,82,89,74,41298.05
2011-05-13,15.0,21.1,9.4,15.0,22.1,8.2,0.00,0.00,0.00,0.0,10.1,28.4,115,115,15.2,5.6,5.8,2.2,79,90,62,48818.87
2011-05-14,13.5,16.1,11.5,13.2,16.8,9.0,27.10,27.10,0.00,20.0,20.3,35.3,45,45,19.1,8.9,3.6,1.1,98,100,92,1032.30
2011-05-15,9.0,11.1,7.5,5.6,8.6,3.6,17.80,17.80,0.00,24.0,21.7,46.1,28,28,40.0,18.8,34.9,14.2,87,98,80,0.00
2011-05-16,7.2,8.7,6.5,3.7,6.2,2.4,4.80,4.80,0.00,14.0,18.2,40.7,29,29,35.2,14.6,29.9,5.6,80,85,75,0.00
2011-05-17,9.0,12.1,6.4,6.3,10.3,3.2,3.80,3.80,0.00,7.0,17.6,36.0,54,54,29.5,13.4,25.2,7.4,88,96,80,0.00
2011-05-18,12.1,15.7,10.2,9.9,13.9,7.5,4.20,4.20,0.00,13.0,20.9,42.5,84,84,37.5,17.8,32.0,14.6,93,99,82,5331.98
2011-05-19,13.6,18.0,9.9,13.2,18.4,8.9,5.90,5.90,0.00,6.0,13.9,29.5,120,120,18.4,6.9,7.6,1.3,89,100,66,33868.30
2011-05-20,16.4,22.2,10.2,16.3,22.9,9.2,0.00,0.00,0.00,0.0,14.6,33.8,347,347,22.0,9.0,5.4,1.1,83,99,57,42439.70
2011-05-21,17.9,23.3,12.7,18.8,26.5,11.4,0.00,0.00,0.00,0.0,13.5,25.9,350,350,18.8,7.2,11.2,0.8,83,98,69,46654.92
2011-05-22,14.9,19.2,12.4,15.0,19.2,12.5,2.50,2.50,0.00,5.0,14.8,34.2,150,150,19.6,7.7,9.0,0.8,92,99,82,30616.21
2011-05-23,18.9,22.5,14.1,18.7,22.2,13.9,7.10,7.10,0.00,6.0,24.8,58.7,203,203,41.9,17.1,17.6,8.8,86,97,73,45154.36
2011-05-24,16.2,18.8,11.3,14.8,18.2,8.2,0.00,0.00,0.00,0.0,19.4,38.2,297,297,31.2,14.1,23.4,11.0,76,93,60,43820.16
2011-05-25,11.5,14.6,8.5,9.6,14.0,6.4,0.90,0.90,0.00,3.0,14.0,42.8,87,87,26.1,10.6,13.7,5.6,78,88,70,38235.10
2011-05-26,14.7,23.2,8.8,14.4,25.1,7.5,19.20,19.20,0.00,15.0,17.6,46.8,32,32,26.9,9.3,7.9,0.5,92,99,72,16386.43
2011-05-27,11.5,13.0,10.4,9.9,12.2,8.3,1.60,1.60,0.00,7.0,16.4,32.4,42,42,25.2,10.9,19.1,5.4,91,98,86,0.00
2011-05-28,14.0,19.0,10.3,13.4,18.8,9.5,1.30,1.30,0.00,4.0,16.3,36.0,174,174,22.3,8.4,13.0,4.2,87,98,73,17052.31
2011-05-29,17.1,23.0,13.8,18.5,26.0,13.9,11.70,11.70,0.00,6.0,7.8,31.0,191,191,16.8,4.5,7.6,1.3,92,99,75,15442.64
2011-05-30,18.4,22.4,15.3,19.2,23.9,15.3,0.60,0.60,0.00,2.0,9.2,24.8,99,99,18.7,7.1,10.1,4.0,79,98,59,47725.59
2011-05-31,21.2,28.2,13.9,22.7,31.9,13.9,0.10,0.10,0.00,1.0,19.1,41.4,204,204,23.3,9.1,6.1,1.5,76,89,67,50457.20
2011-06-01,22.1,24.1,15.4,20.4,24.5,12.5,0.00,0.00,0.00,0.0,30.7,63.4,264,264,44.8,21.5,26.3,13.4,56,82,32,50500.11
2011-06-02,13.5,18.5,9.1,9.7,15.8,4.6,0.00,0.00,0.00,0.0,23.7,56.9,313,313,41.8,18.7,23.4,12.0,51,66,35,50969.25
2011-06-03,15.6,22.2,9.0,13.9,21.6,5.6,0.00,0.00,0.00,0.0,13.2,25.2,334,334,20.1,8.3,10.1,3.3,52,74,31,50906.18
2011-06-04,14.8,20.1,11.1,14.1,19.4,9.8,0.00,0.00,0.00,0.0,16.9,33.8,120,120,17.5,7.4,5.8,1.1,78,87,62,15065.35
2011-06-05,18.8,25.4,12.5,18.5,25.6,11.5,0.00,0.00,0.00,0.0,14.2,34.2,327,327,24.1,10.0,6.5,1.6,68,95,41,51098.91
2011-06-06,18.8,24.4,12.6,19.2,26.8,11.8,0.00,0.00,0.00,0.0,10.7,24.1,218,218,17.8,7.8,10.4,1.8,71,88,55,51135.36
2011-06-07,21.9,28.1,15.6,23.7,31.7,14.9,0.20,0.20,0.00,1.0,11.4,34.2,228,228,19.3,7.7,10.4,2.9,76,91,61,42106.85
2011-06-08,25.5,31.6,19.6,27.9,33.9,21.1,0.00,0.00,0.00,0.0,22.1,56.9,232,232,32.4,12.9,9.7,1.8,75,98,50,51078.27
2011-06-09,22.7,26.0,15.9,23.3,28.7,13.9,0.20,0.20,0.00,1.0,21.0,44.6,303,303,34.7,14.6,17.6,7.6,70,82,61,43100.11
2011-06-10,15.5,18.0,12.2,14.1,18.2,10.4,0.00,0.00,0.00,0.0,13.3,31.3,61,61,24.0,10.2,13.7,6.6,66,78,56,41540.71
2011-06-11,17.5,20.0,14.3,17.2,20.9,13.0,0.20,0.20,0.00,1.0,11.6,32.8,109,109,23.3,8.9,15.1,5.2,74,90,64,46490.08
2011-06-12,16.3,19.0,13.8,14.3,18.2,11.9,0.00,0.00,0.00,0.0,20.7,46.4,309,309,33.8,14.5,13.7,6.6,67,88,52,25834.75
2011-06-13,15.4,18.8,12.2,13.2,16.8,10.0,0.30,0.30,0.00,3.0,18.8,42.5,329,329,31.8,14.6,22.7,11.0,70,82,53,28269.39
2011-06-14,16.0,19.9,12.0,14.8,20.0,9.9,0.00,0.00,0.00,0.0,16.6,39.6,34,34,28.0,11.1,6.1,2.2,69,89,52,51624.90
2011-06-15,19.4,25.9,12.3,19.1,27.3,10.5,0.00,0.00,0.00,0.0,12.5,25.2,253,253,18.0,8.1,8.6,2.6,62,91,36,50280.40
2011-06-16,18.8,22.9,14.7,18.3,22.3,13.4,0.20,0.20,0.00,1.0,17.1,38.5,125,125,22.0,9.8,8.6,4.0,68,88,51,49243.61
2011-06-17,18.9,22.8,13.7,20.1,24.6,14.4,0.60,0.60,0.00,3.0,6.1,24.8,18,18,13.5,4.1,6.8,2.2,80,99,64,49649.66
2011-06-18,21.2,26.6,15.7,21.2,28.6,15.4,0.00,0.00,0.00,0.0,14.4,30.2,347,347,21.1,9.2,13.3,4.0,62,91,42,51698.75
2011-06-19,17.5,20.5,14.1,16.0,20.5,12.3,0.00,0.00,0.00,0.0,13.4,29.5,77,77,22.5,9.9,10.4,4.5,53,67,42,50923.33
2011-06-20,17.8,22.5,12.8,16.7,22.6,11.3,0.00,0.00,0.00,0.0,12.8,36.4,101,101,20.9,8.4,10.1,4.9,56,74,43,50624.87
2011-06-21,19.5,23.4,15.3,18.8,23.8,14.4,0.00,0.00,0.00,0.0,14.5,34.9,100,100,22.8,10.1,9.7,4.1,60,80,48,51040.85
2011-06-22,17.3,20.2,15.8,17.9,21.9,15.8,21.20,21.20,0.00,19.0,14.0,38.9,110,110,29.0,10.6,19.4,8.4,92,99,68,14852.48
2011-06-23,19.9,23.2,17.2,21.2,24.3,17.7,17.50,17.50,0.00,13.0,16.2,47.9,189,189,27.5,11.1,13.0,6.9,90,99,71,36846.55
2011-06-24,19.2,22.1,17.5,19.8,22.4,18.2,5.10,5.10,0.00,9.0,16.9,38.9,238,238,25.2,11.3,13.7,5.5,84,96,71,39252.82
2011-06-25,18.2,20.4,16.7,17.8,19.5,16.3,0.00,0.00,0.00,0.0,16.5,38.5,270,270,27.1,11.5,8.6,5.4,76,85,64,15426.18
2011-06-26,18.6,20.9,16.6,18.8,21.9,16.5,0.60,0.60,0.00,4.0,14.1,34.2,337,337,19.1,8.4,6.5,0.8,76,86,65,11201.28
2011-06-27,18.9,22.4,14.1,19.4,23.4,14.3,0.60,0.60,0.00,1.0,13.8,31.7,123,123,19.7,8.8,8.6,2.3,79,95,66,49718.26
2011-06-28,21.2,25.4,17.3,21.4,27.1,15.6,3.90,3.90,0.00,5.0,25.9,54.4,248,248,37.1,15.0,16.6,7.7,75,94,48,46743.81
2011-06-29,17.6,21.4,15.3,15.8,19.8,12.7,0.00,0.00,0.00,0.0,21.7,46.8,294,294,37.0,17.4,14.4,10.2,70,79,57,27177.40
2011-06-30,18.7,24.8,12.5,17.3,24.3,10.2,0.00,0.00,0.00,0.0,13.2,31.3,320,320,24.0,11.3,16.2,9.4,56,80,34,51566.46
2011-07-01,19.2,25.3,12.3,18.9,26.7,10.6,0.00,0.00,0.00,0.0,10.0,20.9,245,245,15.8,7.5,12.6,3.2,59,79,39,51105.66
2011-07-02,22.3,28.2,15.6,24.1,31.6,15.1,2.90,2.90,0.00,3.0,14.2,33.5,202,202,21.1,9.7,13.0,4.4,76,91,61,46705.23
2011-07-03,23.5,28.5,19.0,24.0,29.2,19.2,0.00,0.00,0.00,0.0,16.3,36.4,316,316,28.3,12.4,14.4,9.7,63,95,38,51449.34
2011-07-04,21.6,27.1,15.7,20.5,26.6,13.9,0.00,0.00,0.00,0.0,15.1,34.9,309,309,26.1,12.5,14.8,9.3,52,70,31,51402.56
2011-07-05,22.6,28.3,15.6,22.3,28.5,13.9,0.00,0.00,0.00,0.0,13.6,35.3,269,269,22.0,10.4,13.3,6.7,55,69,37,51091.05
2011-07-06,23.1,26.8,20.6,23.9,28.4,21.2,5.90,5.90,0.00,4.0,16.5,61.9,281,281,28.9,12.7,16.2,10.1,70,78,53,40525.51
2011-07-07,20.2,23.2,16.4,21.0,24.5,17.1,0.00,0.00,0.00,0.0,10.9,22.7,76,76,17.2,7.2,7.9,3.3,74,96,54,40506.30
2011-07-08,21.9,26.1,16.4,23.2,28.5,17.7,0.00,0.00,0.00,0.0,11.2,20.5,107,107,11.6,4.1,4.0,0.5,65,89,48,51082.65
2011-07-09,21.3,24.4,17.4,22.3,27.6,18.1,0.00,0.00,0.00,0.0,11.0,28.4,58,58,20.2,7.7,10.8,2.2,70,93,54,45732.00
2011-07-10,24.3,30.1,17.4,25.5,30.8,18.3,0.90,0.90,0.00,2.0,13.5,35.3,231,231,21.9,9.6,10.8,5.5,67,90,44,50334.73
2011-07-11,25.6,31.4,21.0,27.0,32.8,21.3,2.30,2.30,0.00,5.0,22.2,48.6,234,234,29.7,12.9,15.8,7.4,64,86,46,32590.00
2011-07-12,24.9,29.9,20.4,25.4,30.3,21.3,0.00,0.00,0.00,0.0,20.0,42.8,300,300,33.9,15.5,21.2,11.4,64,91,38,49981.89
2011-07-13,21.4,25.0,17.8,20.2,23.4,17.1,0.00,0.00,0.00,0.0,21.5,46.8,335,335,33.9,15.7,21.6,11.7,58,83,40,50825.90
2011-07-14,20.9,25.5,15.5,20.9,27.5,14.9,0.00,0.00,0.00,0.0,12.6,22.3,36,36,18.0,7.9,9.4,4.8,58,82,41,49879.79
2011-07-15,21.3,26.2,15.5,21.2,26.6,15.7,0.00,0.00,0.00,0.0,12.4,31.3,85,85,18.9,8.3,10.8,4.6,58,87,36,50663.81
2011-07-16,23.0,28.5,15.7,23.9,30.6,15.9,0.00,0.00,0.00,0.0,11.9,27.0,157,157,17.8,7.7,7.9,4.0,61,85,44,50483.91
2011-07-17,27.0,33.1,20.3,28.1,34.3,20.9,0.00,0.00,0.00,0.0,18.1,37.4,254,254,24.5,11.9,12.6,8.0,57,78,37,50182.90
2011-07-18,27.8,31.8,24.4,30.0,34.8,25.2,0.00,0.00,0.00,0.0,17.4,43.6,289,289,27.4,11.5,12.2,5.4,63,76,48,45437.78
2011-07-19,24.4,27.4,21.9,27.0,30.4,25.0,0.00,0.00,0.00,0.0,12.0,28.8,90,90,19.8,7.6,6.8,4.1,74,95,55,48416.86
2011-07-20,27.0,34.0,18.6,29.1,35.9,20.8,0.00,0.00,0.00,0.0,15.5,35.3,247,247,21.1,9.2,4.3,1.9,64,96,37,49541.83
2011-07-21,30.5,34.8,25.8,33.2,38.0,28.2,0.00,0.00,0.00,0.0,23.5,52.9,263,263,38.1,17.1,16.2,11.3,63,81,48,49158.96
2011-07-22,27.6,31.7,22.3,29.3,33.7,23.3,0.00,0.00,0.00,0.0,13.4,25.9,292,292,20.3,7.8,10.8,1.8,55,72,36,35841.45
2011-07-23,27.4,33.2,23.0,30.0,36.1,25.5,1.20,1.20,0.00,2.0,13.5,34.2,282,282,21.2,9.4,12.6,5.6,64,84,40,45400.26
2011-07-24,23.6,26.1,21.4,24.8,28.3,21.6,0.00,0.00,0.00,0.0,11.6,26.6,86,86,22.2,8.2,11.9,4.7,63,77,49,40980.30
2011-07-25,23.6,28.4,20.2,24.9,30.3,20.5,9.60,9.60,0.00,8.0,17.1,38.5,291,291,24.8,8.7,10.1,1.0,67,95,34,34730.17
2011-07-26,22.4,26.2,19.7,21.1,24.4,18.6,0.00,0.00,0.00,0.0,23.4,50.0,295,295,34.4,15.9,13.7,9.0,56,70,39,48398.01
2011-07-27,22.5,27.0,17.1,22.5,29.5,16.2,0.00,0.00,0.00,0.0,13.6,23.8,281,281,20.5,8.9,15.1,1.0,58,78,39,41611.84
2011-07-28,22.0,24.6,20.6,24.6,28.2,22.2,22.40,22.40,0.00,8.0,10.2,32.0,149,149,18.9,7.0,12.2,1.1,85,96,65,14615.22
2011-07-29,24.0,28.5,20.7,26.2,29.2,22.2,8.60,8.60,0.00,10.0,20.5,44.3,291,291,23.7,11.6,6.5,4.3,80,98,48,29142.90
2011-07-30,23.9,28.2,19.5,25.2,31.4,19.2,0.00,0.00,0.00,0.0,16.1,29.2,309,309,20.6,8.5,9.7,0.5,64,78,46,48232.47
2011-07-31,24.4,29.9,17.7,26.6,32.8,19.1,1.00,1.00,0.00,2.0,11.6,41.0,279,279,21.3,7.9,9.0,4.2,70,91,53,47734.65
2011-08-01,25.6,30.0,21.7,26.7,31.2,21.0,0.00,0.00,0.00,0.0,16.6,40.0,302,302,26.6,11.6,14.0,7.3,61,91,32,47845.15
2011-08-02,24.1,29.3,19.1,24.7,31.7,18.4,0.00,0.00,0.00,0.0,14.8,30.2,293,293,23.5,9.7,11.5,1.8,58,78,39,36300.35
2011-08-03,22.0,24.7,20.5,23.6,26.5,21.1,3.10,3.10,0.00,8.0,15.1,33.5,77,77,20.7,8.6,6.5,3.3,77,91,64,22086.91
2011-08-04,21.8,25.4,18.2,23.1,28.0,18.6,0.00,0.00,0.00,0.0,11.3,27.7,61,61,20.6,8.8,10.1,5.0,73,86,60,47268.55
2011-08-05,22.6,26.1,17.6,24.5,27.8,19.1,0.00,0.00,0.00,0.0,12.4,29.2,100,100,15.3,6.5,4.7,2.5,74,93,58,47258.37
2011-08-06,23.3,26.9,19.9,26.5,30.4,22.2,2.80,2.80,0.00,6.0,8.4,23.0,93,93,14.3,5.3,6.8,1.3,84,96,69,44055.61
2011-08-07,23.9,27.9,20.7,27.5,30.5,24.3,1.20,1.20,0.00,6.0,12.3,30.6,320,320,15.8,5.4,5.0,0.4,84,100,60,41722.10
2011-08-08,22.7,26.0,19.8,24.4,27.6,21.2,0.00,0.00,0.00,0.0,11.5,28.8,15,15,19.9,7.9,7.9,2.5,75,91,50,45749.57
2011-08-09,21.4,23.2,19.4,23.8,25.5,21.8,7.00,7.00,0.00,8.0,10.6,29.5,37,37,17.2,5.9,5.4,2.4,85,95,71,19469.29
2011-08-10,20.3,22.7,18.0,19.4,22.0,16.2,0.40,0.40,0.00,1.0,24.6,56.2,278,278,37.4,16.8,14.8,6.6,70,89,51,42041.64
2011-08-11,19.6,23.8,15.3,17.3,20.9,13.2,0.00,0.00,0.00,0.0,23.4,50.0,295,295,33.2,15.6,12.6,8.0,53,72,35,46870.56
2011-08-12,21.0,26.6,15.1,21.0,27.4,13.9,0.00,0.00,0.00,0.0,10.1,24.1,262,262,16.6,7.6,11.5,3.5,60,79,41,40905.48
2011-08-13,21.9,25.6,17.9,23.8,26.9,19.3,0.80,0.80,0.00,4.0,9.2,24.1,136,136,13.3,4.9,6.8,0.7,75,91,55,37755.20
2011-08-14,21.0,24.9,18.2,22.9,27.1,19.3,4.30,4.30,0.00,9.0,12.6,31.3,19,19,19.2,7.4,4.3,1.1,84,96,66,27616.90
2011-08-15,21.5,25.4,18.3,21.9,26.7,19.2,0.00,0.00,0.00,0.0,17.4,38.2,357,357,29.5,12.6,18.0,9.2,74,94,51,46427.30
2011-08-16,23.2,28.1,18.3,22.7,28.9,17.1,0.00,0.00,0.00,0.0,16.6,29.9,345,345,24.4,11.3,14.4,5.8,54,78,32,46338.88
2011-08-17,23.0,27.6,18.0,23.5,27.4,19.4,0.00,0.00,0.00,0.0,15.8,34.2,234,234,19.6,9.6,5.8,2.0,64,92,39,46248.79
2011-08-18,23.4,28.2,18.9,23.9,28.2,19.5,0.10,0.10,0.00,1.0,14.9,36.7,257,257,22.5,10.2,12.2,5.1,63,80,42,46157.78
2011-08-19,22.1,27.9,15.3,23.0,28.8,15.4,0.00,0.00,0.00,0.0,9.2,19.8,322,322,13.3,5.7,9.0,2.7,65,91,39,46065.71
2011-08-20,23.6,29.5,18.5,24.7,30.5,19.2,0.20,0.20,0.00,2.0,14.5,34.6,232,232,19.1,9.1,9.0,5.4,67,90,40,33477.89
2011-08-21,20.4,23.3,17.2,21.2,24.5,15.9,9.30,9.30,0.00,9.0,15.3,40.3,299,299,26.4,8.4,13.3,1.1,75,93,55,39184.27
2011-08-22,18.3,22.1,14.6,16.3,20.2,13.1,0.00,0.00,0.00,0.0,19.7,47.5,307,307,31.9,15.2,16.2,9.7,60,86,34,45784.10
2011-08-23,20.2,26.8,14.1,19.4,26.0,13.2,0.00,0.00,0.00,0.0,14.8,32.0,237,237,21.7,11.0,13.3,6.2,60,81,38,44805.95
2011-08-24,22.3,26.4,20.0,21.9,25.7,19.2,3.80,3.80,0.00,5.0,26.5,63.0,201,201,41.6,18.7,21.6,13.3,71,91,57,32304.58
2011-08-25,22.2,25.9,19.7,22.9,25.6,19.8,1.20,1.20,0.00,4.0,17.3,42.8,290,290,31.0,13.1,20.2,7.9,74,95,51,42861.14
2011-08-26,19.8,22.5,16.7,20.7,23.2,17.7,0.10,0.10,0.00,1.0,10.4,23.4,171,171,15.2,7.1,9.0,4.7,78,92,63,36632.77
2011-08-27,21.1,25.7,15.5,22.6,28.1,16.2,0.00,0.00,0.00,0.0,11.9,26.6,300,300,15.5,5.4,10.1,1.8,75,94,53,44342.77
2011-08-28,19.6,21.3,17.2,17.5,21.4,15.3,0.00,0.00,0.00,0.0,24.1,49.7,356,356,39.0,18.7,23.0,11.2,61,83,43,21553.11
2011-08-29,19.1,24.3,13.7,18.3,24.1,12.6,0.00,0.00,0.00,0.0,10.7,29.2,289,289,17.8,7.0,13.0,3.3,59,78,38,44563.14
2011-08-30,21.1,26.9,15.7,20.4,26.0,14.8,0.00,0.00,0.00,0.0,15.4,38.2,259,259,22.8,11.0,11.5,5.7,60,81,37,44460.89
2011-08-31,20.4,24.3,16.2,21.3,24.5,17.2,0.00,0.00,0.00,0.0,15.0,33.1,101,101,18.7,8.2,7.2,2.9,76,91,59,27531.52
2011-09-01,21.4,24.9,18.8,24.0,27.6,21.5,9.10,9.10,0.00,16.0,11.3,30.6,129,129,20.3,6.5,10.8,1.3,89,97,74,38127.79
2011-09-02,23.6,28.5,18.5,26.3,31.1,21.2,0.20,0.20,0.00,1.0,17.3,46.8,191,191,22.1,9.8,5.8,2.1,83,100,66,36033.30
2011-09-03,25.4,29.1,21.9,29.1,33.7,25.4,2.90,2.90,0.00,3.0,12.2,28.1,266,266,18.7,6.3,10.8,1.5,80,94,61,39337.62
2011-09-04,22.6,25.7,19.5,24.8,27.3,21.2,11.80,11.80,0.00,13.0,18.8,56.9,262,262,28.4,11.6,7.9,3.3,86,96,66,24585.82
2011-09-05,16.6,19.3,14.2,15.2,21.0,11.6,0.10,0.10,0.00,1.0,18.0,34.9,342,342,28.5,14.5,13.0,7.7,76,92,62,955.69
2011-09-06,15.5,18.4,12.6,13.4,16.8,10.0,0.00,0.00,0.00,0.0,15.9,33.8,26,26,26.8,12.3,16.9,7.9,64,76,53,38808.84
2011-09-07,17.3,19.5,15.2,15.7,18.7,13.3,1.40,1.40,0.00,3.0,18.3,36.7,48,48,30.1,15.1,19.8,11.2,70,74,64,5823.20
2011-09-08,18.1,21.2,16.0,17.8,21.6,14.7,0.20,0.20,0.00,1.0,16.0,36.7,56,56,27.6,12.2,9.4,4.3,78,94,68,16502.82
2011-09-09,19.8,24.6,15.5,20.9,26.9,15.7,0.00,0.00,0.00,0.0,9.8,19.8,20,20,15.2,6.1,7.9,1.4,77,94,61,42169.88
2011-09-10,19.5,23.2,16.6,19.4,24.0,16.1,0.00,0.00,0.00,0.0,13.7,29.5,53,53,20.3,8.9,9.4,5.8,67,86,45,42102.70
2011-09-11,19.7,24.4,15.3,20.6,25.3,16.2,0.00,0.00,0.00,0.0,8.9,22.7,192,192,14.1,5.0,6.8,0.8,72,89,50,41939.16
2011-09-12,21.4,26.5,16.9,21.9,26.9,17.3,0.00,0.00,0.00,0.0,14.3,33.1,234,234,23.8,11.9,18.4,9.9,75,93,48,41873.09
2011-09-13,20.8,26.1,15.4,19.8,24.9,13.3,1.00,1.00,0.00,4.0,26.2,57.6,257,257,37.9,17.8,24.8,12.7,68,82,52,34848.58
2011-09-14,15.7,20.8,11.2,14.0,18.8,9.9,2.50,2.50,0.00,4.0,14.8,33.5,281,281,22.1,10.2,11.2,6.4,66,89,37,38140.45
