time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),wind_direction_10m_dominant (°),winddirection_10m_dominant (°),wind_gusts_10m_mean (km/h),wind_speed_10m_mean (km/h),wind_gusts_10m_min (km/h),wind_speed_10m_min (km/h),relative_humidity_2m_mean (%),relative_humidity_2m_max (%),relative_humidity_2m_min (%),sunshine_duration (s)
2020-01-11,5.4,12.0,1.3,1.6,9.9,-4.0,46.50,46.50,0.00,24.0,27.8,74.5,325,325,34.4,16.8,6.5,4.4,94,100,87,0.00
2020-01-12,-2.4,1.4,-6.6,-7.5,-2.7,-11.0,15.30,13.10,1.54,9.0,24.2,48.2,337,337,31.0,14.8,12.6,5.2,73,95,50,25624.71
2020-01-13,-1.9,2.9,-6.6,-5.6,-0.1,-10.9,0.30,0.00,0.21,3.0,11.0,21.6,23,23,13.7,6.4,7.9,1.5,80,96,67,4508.22
2020-01-14,-0.0,3.2,-4.6,-3.9,-0.1,-8.7,0.00,0.00,0.00,0.0,20.8,40.0,105,105,20.9,11.0,10.4,5.2,90,99,78,24195.31
2020-01-15,1.7,4.2,-0.7,-1.9,0.9,-4.4,0.00,0.00,0.00,0.0,15.8,28.4,238,238,17.4,8.7,7.2,1.8,80,92,60,9316.49
2020-01-16,-1.3,1.6,-7.5,-6.9,-2.7,-13.5,1.10,0.00,0.77,5.0,25.9,52.9,321,321,36.1,18.8,11.2,6.4,74,94,59,27611.88
2020-01-17,-10.3,-7.2,-14.1,-15.4,-11.8,-19.7,0.20,0.00,0.14,2.0,17.3,33.1,11,11,21.7,9.7,7.2,3.0,56,65,42,28768.10
2020-01-18,-3.7,2.8,-8.8,-9.2,-2.9,-13.3,16.20,0.30,11.13,17.0,26.3,63.4,122,122,34.6,17.6,12.2,3.6,79,99,53,0.00
2020-01-19,-4.3,1.0,-10.1,-10.1,-5.1,-15.7,0.10,0.10,0.00,1.0,25.2,45.7,301,301,35.4,18.8,24.5,13.2,75,83,62,14722.70
2020-01-20,-11.0,-5.0,-16.9,-16.0,-9.8,-22.2,0.00,0.00,0.00,0.0,13.8,25.9,312,312,17.8,9.6,7.6,3.0,72,83,44,30151.31
2020-01-21,-6.2,-1.9,-10.4,-11.2,-7.5,-15.2,0.00,0.00,0.00,0.0,17.7,31.3,254,254,22.6,12.4,12.6,7.5,77,88,61,23094.44
2020-01-22,-4.5,0.8,-7.8,-9.6,-3.9,-13.4,0.00,0.00,0.00,0.0,18.5,32.0,224,224,25.6,13.9,17.6,9.7,78,84,63,28175.62
2020-01-23,-3.7,0.8,-9.5,-7.7,-2.4,-14.6,0.00,0.00,0.00,0.0,11.9,19.4,191,191,11.4,7.3,6.8,2.2,78,92,67,14827.34
2020-01-24,-1.3,3.6,-7.3,-5.9,-1.1,-12.4,7.40,7.40,0.00,5.0,20.8,45.7,71,71,22.5,13.3,13.0,7.9,84,93,75,1005.50
2020-01-25,2.2,3.5,0.2,-1.8,0.2,-4.2,20.00,19.10,0.63,18.0,24.4,45.4,109,109,27.3,14.2,7.6,3.3,95,100,89,0.00
2020-01-26,1.3,3.6,-0.3,-2.9,-1.8,-4.1,1.30,1.30,0.00,7.0,22.8,41.8,239,239,26.5,14.2,14.4,7.1,90,96,80,0.00
2020-01-27,0.9,2.4,-0.3,-3.7,-2.5,-4.6,0.00,0.00,0.00,0.0,20.8,37.1,305,305,27.1,14.0,15.8,8.7,77,87,61,770.70
2020-01-28,-0.1,2.1,-1.9,-4.3,-2.9,-5.6,0.00,0.00,0.00,0.0,14.8,28.8,315,315,19.6,10.0,6.8,4.5,74,89,55,5153.50
2020-01-29,-4.0,-1.1,-7.7,-8.5,-5.3,-12.0,0.00,0.00,0.00,0.0,12.2,25.6,354,354,18.9,8.9,11.9,5.4,68,81,47,30740.85
2020-01-30,-4.7,-2.0,-8.1,-9.0,-6.3,-12.5,0.00,0.00,0.00,0.0,11.2,23.4,61,61,16.6,8.2,8.6,5.1,75,85,67,654.16
2020-01-31,-2.8,0.3,-5.4,-6.4,-3.4,-9.0,0.80,0.00,0.56,6.0,7.1,18.4,107,107,10.2,4.7,4.0,1.8,79,89,59,1809.56
2020-02-01,-2.1,2.1,-6.7,-6.0,-2.2,-10.6,1.30,0.00,0.91,6.0,13.1,25.6,208,208,15.1,7.6,5.4,1.0,81,93,56,9350.49
2020-02-02,-0.3,1.3,-2.5,-4.0,-2.3,-6.5,4.60,0.10,3.15,15.0,17.9,33.1,209,209,18.2,9.3,4.0,1.3,91,99,82,0.00
2020-02-03,2.5,6.4,-1.9,-1.7,2.5,-6.1,0.00,0.00,0.00,0.0,20.5,36.4,286,286,24.3,12.3,7.9,4.6,75,87,54,26836.91
2020-02-04,0.9,4.0,-2.3,-3.7,-0.9,-7.7,0.00,0.00,0.00,0.0,16.6,33.5,342,342,25.1,13.2,12.6,6.5,69,82,53,12451.88
2020-02-05,-4.4,-2.2,-7.5,-9.5,-6.7,-12.7,0.10,0.00,0.07,1.0,22.8,41.4,360,360,24.8,11.2,14.0,4.3,53,68,31,27476.48
2020-02-06,-4.1,-2.8,-4.9,-9.4,-8.2,-10.1,8.20,0.00,5.74,21.0,18.5,34.9,24,24,29.5,15.4,22.3,11.6,76,81,71,0.00
2020-02-07,-5.7,-4.5,-8.4,-11.6,-9.7,-13.7,3.40,0.00,2.38,16.0,27.4,52.6,340,340,36.0,18.7,24.8,12.1,74,82,62,3581.78
2020-02-08,-11.1,-7.7,-15.5,-15.9,-11.7,-20.5,0.10,0.00,0.07,1.0,11.6,23.8,4,4,17.4,8.1,7.9,2.4,66,78,54,32400.00
2020-02-09,-3.2,1.6,-8.9,-7.4,-3.6,-13.1,3.70,0.00,2.59,6.0,16.8,32.0,158,158,17.8,9.2,3.2,2.7,81,96,63,7141.46
2020-02-10,0.1,2.9,-8.5,-3.9,-0.7,-12.8,2.80,0.20,1.82,5.0,16.3,28.8,269,269,19.7,10.3,10.4,5.4,83,95,65,20714.97
2020-02-11,-1.6,2.0,-6.7,-5.9,-2.9,-10.8,0.00,0.00,0.00,0.0,19.9,36.0,274,274,20.4,10.2,8.3,4.1,78,90,59,13312.04
2020-02-12,-2.2,2.5,-8.8,-7.0,-2.5,-13.7,0.00,0.00,0.00,0.0,17.0,33.8,233,233,24.7,12.3,16.6,7.4,73,86,56,23778.32
2020-02-13,-4.0,0.9,-11.7,-8.7,-3.0,-17.8,3.60,0.00,2.52,17.0,22.4,42.1,321,321,24.6,12.5,7.2,3.3,79,90,69,4408.00
2020-02-14,-15.7,-9.1,-25.5,-20.8,-14.3,-31.2,0.00,0.00,0.00,0.0,14.0,29.5,315,315,18.0,9.0,7.2,0.5,64,75,47,32694.97
2020-02-15,-9.1,-0.8,-18.3,-15.1,-7.5,-24.4,0.60,0.00,0.42,3.0,26.3,47.2,210,210,29.7,17.0,18.0,10.9,66,83,49,25517.41
2020-02-16,0.1,3.9,-4.8,-5.0,-2.0,-8.7,0.30,0.00,0.21,2.0,25.4,47.5,257,257,31.5,16.1,14.4,6.4,71,88,52,32031.00
2020-02-17,-4.4,-0.3,-9.9,-9.0,-4.3,-14.6,0.00,0.00,0.00,0.0,14.8,30.2,44,44,20.7,10.0,11.5,1.6,71,87,51,33001.42
2020-02-18,1.5,7.7,-2.0,-3.8,0.9,-7.3,6.40,0.20,4.34,10.0,35.1,64.8,203,203,39.8,20.6,14.8,8.0,81,99,61,5374.96
2020-02-19,-3.0,-0.4,-6.2,-8.8,-5.1,-11.3,0.10,0.00,0.07,1.0,22.8,41.0,289,289,32.7,16.5,18.4,10.2,55,75,38,9519.92
2020-02-20,-7.2,-4.3,-10.8,-12.6,-10.2,-15.9,0.00,0.00,0.00,0.0,16.9,33.1,296,296,25.9,12.5,16.2,7.2,56,73,32,12638.99
2020-02-21,-5.3,2.4,-11.6,-11.1,-4.4,-16.7,0.00,0.00,0.00,0.0,23.1,45.4,238,238,29.8,15.5,15.1,6.6,52,73,23,35388.15
2020-02-22,0.1,7.0,-4.6,-5.7,1.6,-10.8,0.00,0.00,0.00,0.0,27.1,48.6,245,245,34.6,17.9,18.7,9.2,47,65,37,35567.51
2020-02-23,3.6,10.3,-2.4,-1.4,5.2,-6.4,0.00,0.00,0.00,0.0,22.5,40.7,219,219,28.3,15.0,13.0,7.3,56,77,38,35416.82
2020-02-24,4.0,9.8,-0.5,-0.0,5.6,-4.5,0.00,0.00,0.00,0.0,18.4,36.4,260,260,23.6,11.8,13.7,6.7,70,90,48,30269.72
2020-02-25,2.1,6.9,0.2,-2.0,2.4,-4.5,1.60,0.00,1.12,7.0,15.6,30.2,18,18,22.7,11.7,12.2,6.4,75,87,51,8959.49
2020-02-26,-0.5,1.0,-2.7,-5.3,-3.6,-8.2,10.40,0.00,7.35,18.0,18.9,33.1,19,19,27.8,14.8,23.8,12.3,81,90,69,0.00
2020-02-27,-4.7,-2.9,-6.4,-12.0,-8.5,-14.1,5.70,0.10,3.92,12.0,36.5,67.3,282,282,52.2,28.3,34.2,19.2,73,90,60,14844.10
2020-02-28,-6.2,-4.5,-7.7,-13.4,-10.8,-14.9,2.10,0.00,1.47,13.0,37.2,66.2,263,263,50.0,26.4,14.4,7.9,71,83,61,19758.49
2020-02-29,-9.6,-4.0,-17.0,-15.0,-10.2,-22.0,0.00,0.00,0.00,0.0,20.3,39.2,292,292,23.4,12.3,8.6,0.0,69,84,51,35966.78
2020-03-01,-5.3,2.4,-14.2,-9.9,-2.4,-19.6,0.30,0.00,0.21,2.0,15.3,33.8,207,207,20.5,10.8,12.2,3.4,73,85,52,31041.07
2020-03-02,3.4,7.6,-3.8,-0.4,3.8,-8.7,3.90,3.90,0.00,7.0,22.4,46.4,220,220,22.9,12.7,14.4,8.4,85,94,74,1210.76
2020-03-03,1.4,4.1,-2.4,-1.9,1.8,-6.2,9.90,9.80,0.07,8.0,17.3,35.3,329,329,17.2,8.2,5.4,1.1,93,98,87,1803.80
2020-03-04,2.1,6.3,-2.5,-3.3,-0.3,-7.0,0.40,0.20,0.14,2.0,27.9,54.7,272,272,38.5,19.1,16.2,8.5,70,90,48,37590.59
2020-03-05,0.2,6.2,-4.7,-3.8,2.9,-8.8,0.00,0.00,0.00,0.0,14.4,28.8,217,217,20.2,9.4,11.2,5.5,69,89,46,37777.07
2020-03-06,0.2,2.8,-1.9,-4.9,-2.9,-6.7,2.50,0.00,1.75,12.0,30.6,56.2,12,12,33.0,17.2,15.8,8.3,74,91,64,1048.34
2020-03-07,-2.1,4.7,-8.0,-6.6,0.8,-12.9,0.00,0.00,0.00,0.0,18.2,32.4,297,297,21.9,10.3,13.0,4.7,62,81,36,38149.42
2020-03-08,6.0,13.3,-1.3,0.9,8.9,-5.7,0.00,0.00,0.00,0.0,26.6,46.8,232,232,30.8,16.5,18.4,9.9,48,77,34,38335.03
2020-03-09,11.8,17.9,7.4,6.9,13.5,2.4,3.20,3.20,0.00,4.0,27.0,48.6,232,232,39.5,20.7,29.5,16.1,48,77,37,35673.13
2020-03-10,7.2,10.5,-1.1,3.0,8.2,-5.5,6.90,6.90,0.00,13.0,28.2,54.7,272,272,36.6,18.8,18.4,10.6,74,92,43,18542.31
2020-03-11,-0.9,3.0,-4.7,-4.9,-1.4,-8.5,0.00,0.00,0.00,0.0,15.0,32.8,88,88,18.1,8.6,5.0,1.6,75,87,60,20467.12
2020-03-12,1.8,6.3,-3.2,-1.8,2.5,-6.8,0.00,0.00,0.00,0.0,15.3,34.2,98,98,18.9,8.8,6.8,3.3,77,87,67,34237.59
2020-03-13,5.4,8.7,1.9,-0.6,5.3,-4.3,3.10,3.10,0.00,6.0,41.9,78.5,267,267,50.3,26.0,12.6,7.3,63,93,37,39252.36
2020-03-14,1.9,5.9,-1.0,-3.3,1.7,-6.5,0.00,0.00,0.00,0.0,23.1,40.7,312,312,32.0,15.9,20.5,9.4,59,71,47,27783.50
2020-03-15,-1.0,3.5,-5.0,-5.5,0.6,-10.0,0.00,0.00,0.00,0.0,15.6,31.7,17,17,22.5,10.4,15.1,4.8,53,78,33,39474.70
2020-03-16,-0.9,3.8,-5.8,-5.5,-0.8,-9.9,0.20,0.00,0.14,2.0,19.1,37.8,113,113,21.9,10.7,8.6,5.0,58,80,36,39101.63
2020-03-17,3.3,7.4,-1.4,-1.4,1.2,-5.9,2.30,1.50,0.56,6.0,26.3,49.7,261,261,31.0,15.1,11.9,6.7,69,91,43,18707.42
2020-03-18,0.1,4.1,-5.1,-4.3,-0.7,-9.4,0.60,0.00,0.42,3.0,15.0,29.9,68,68,20.0,10.0,6.8,4.9,62,80,49,16322.47
2020-03-19,4.1,8.9,-0.3,0.8,6.1,-4.4,2.10,2.10,0.00,4.0,13.1,27.0,82,82,20.9,9.8,14.0,4.9,80,96,66,27602.19
2020-03-20,8.4,17.6,-2.2,3.7,14.8,-9.2,4.30,4.30,0.00,8.0,40.3,92.2,267,267,50.4,25.8,10.8,6.0,77,99,55,25088.79
2020-03-21,-3.6,1.8,-8.3,-9.1,-3.2,-14.1,0.00,0.00,0.00,0.0,24.6,46.4,359,359,31.2,15.0,20.9,10.9,46,60,28,39980.61
2020-03-22,-3.1,1.1,-7.1,-8.5,-4.4,-12.1,0.00,0.00,0.00,0.0,20.9,44.6,76,76,29.3,14.8,13.7,7.3,55,71,37,26708.30
2020-03-23,0.8,2.1,-0.7,-2.5,-0.3,-5.2,10.50,2.40,5.67,16.0,13.1,33.1,88,88,17.2,8.2,6.8,3.1,93,100,69,0.00
2020-03-24,1.8,7.4,-2.4,-1.5,5.8,-5.9,0.00,0.00,0.00,0.0,12.0,27.0,36,36,16.6,7.0,10.8,1.9,81,96,56,39863.93
2020-03-25,3.5,9.6,-0.6,0.2,7.1,-4.3,0.00,0.00,0.00,0.0,14.1,31.0,106,106,19.8,9.3,5.4,3.6,83,95,67,39639.11
2020-03-26,6.3,12.9,0.1,2.7,8.6,-3.0,0.10,0.10,0.00,1.0,27.0,49.3,264,264,25.8,13.8,8.6,5.9,81,95,66,11808.61
2020-03-27,3.7,9.2,-1.7,0.6,7.7,-5.4,0.00,0.00,0.00,0.0,14.2,27.7,61,61,18.3,8.3,9.7,4.1,79,93,57,41183.84
2020-03-28,4.2,7.9,-0.2,0.3,3.5,-3.6,3.50,3.50,0.00,7.0,21.3,42.1,72,72,26.2,14.1,10.4,6.4,83,91,72,5553.28
2020-03-29,9.5,19.5,5.0,5.4,16.6,0.3,10.40,10.40,0.00,13.0,33.1,78.8,181,181,41.5,20.4,18.4,8.0,79,99,47,21600.00
2020-03-30,6.9,8.8,4.5,2.6,4.2,1.0,1.40,1.40,0.00,9.0,22.3,42.5,261,261,33.9,17.8,20.9,11.0,76,83,65,0.00
2020-03-31,5.1,6.9,3.2,1.5,3.4,-0.1,0.30,0.30,0.00,3.0,19.8,38.2,50,50,25.7,13.1,13.0,6.8,85,93,76,4838.62
2020-04-01,5.8,11.4,-0.2,1.8,8.5,-4.5,0.00,0.00,0.00,0.0,14.5,32.4,2,2,21.9,10.4,13.7,2.6,50,79,29,42113.96
2020-04-02,7.1,13.9,0.9,2.1,9.2,-4.0,0.00,0.00,0.00,0.0,22.4,44.6,331,331,33.1,17.3,24.5,11.8,45,77,23,42610.53
2020-04-03,5.9,10.3,1.2,1.7,6.8,-3.8,2.10,2.10,0.00,5.0,21.5,43.2,347,347,31.3,15.9,19.4,10.3,72,92,50,21167.43
2020-04-04,7.4,11.1,3.8,4.9,9.3,1.3,0.00,0.00,0.00,0.0,11.2,24.5,55,55,17.0,7.6,9.0,2.3,84,96,68,30059.19
2020-04-05,7.6,13.0,2.3,4.4,10.0,-1.4,1.30,1.30,0.00,5.0,20.0,40.0,335,335,25.1,12.1,5.8,4.1,71,93,40,43207.30
2020-04-06,7.0,15.2,-1.9,3.4,12.4,-5.7,0.00,0.00,0.00,0.0,12.4,24.5,291,291,18.3,8.3,12.2,3.8,50,80,23,42092.77
2020-04-07,7.6,13.6,1.1,4.3,10.8,-2.5,2.40,2.40,0.00,4.0,13.7,44.3,114,114,20.5,8.7,5.8,3.3,57,90,37,28914.38
2020-04-08,9.1,15.4,4.6,6.1,11.4,2.0,0.00,0.00,0.00,0.0,24.5,47.9,295,295,21.3,9.9,3.6,1.8,68,92,38,30884.15
2020-04-09,5.6,8.6,1.5,0.4,5.2,-4.8,11.40,10.60,0.56,8.0,33.0,68.0,300,300,41.5,20.6,4.3,1.1,62,99,34,37440.21
2020-04-10,2.8,7.2,0.3,-4.0,0.5,-7.0,0.00,0.00,0.00,0.0,34.5,70.9,304,304,52.6,27.3,31.3,16.7,55,73,41,39597.15
2020-04-11,3.1,8.3,-2.3,-2.2,4.5,-7.5,0.00,0.00,0.00,0.0,22.6,46.4,278,278,33.0,16.9,13.3,6.9,54,71,40,16932.26
2020-04-12,6.8,12.7,1.4,3.5,10.3,-2.4,0.00,0.00,0.00,0.0,13.2,28.4,145,145,17.8,9.1,8.6,4.6,65,75,55,14801.27
2020-04-13,9.2,15.7,4.0,5.2,14.3,-2.0,13.70,13.70,0.00,13.0,37.7,71.3,260,260,40.2,19.7,11.5,6.4,74,98,44,13907.79
2020-04-14,2.8,6.1,-0.8,-3.2,-0.6,-5.9,0.50,0.00,0.35,4.0,27.3,49.7,257,257,40.0,20.3,24.1,12.2,48,63,31,23702.08
2020-04-15,0.1,4.8,-4.4,-5.2,-1.4,-8.8,0.10,0.00,0.07,1.0,24.1,49.3,274,274,30.4,14.8,11.9,6.8,50,68,34,38537.54
2020-04-16,-0.1,4.4,-4.3,-5.7,-2.5,-9.0,0.20,0.00,0.14,2.0,25.8,53.3,277,277,32.6,16.4,17.6,9.1,49,72,31,45195.72
2020-04-17,1.3,7.2,-3.2,-3.3,2.8,-8.0,0.30,0.10,0.14,3.0,22.1,42.8,230,230,24.2,11.9,5.0,4.3,62,91,36,22849.59
2020-04-18,3.6,9.9,-2.9,-0.8,4.0,-6.7,0.00,0.00,0.00,0.0,22.3,43.6,255,255,25.4,12.7,9.4,5.9,63,92,35,30043.20
2020-04-19,7.5,13.2,0.1,2.2,7.5,-5.1,0.70,0.70,0.00,2.0,30.7,58.7,262,262,43.2,21.8,30.2,12.7,57,68,45,42886.08
2020-04-20,1.6,6.3,-4.6,-2.6,2.5,-8.9,0.00,0.00,0.00,0.0,17.8,38.5,151,151,23.6,10.8,11.9,2.7,61,72,42,43636.04
2020-04-21,2.9,6.1,-1.7,-3.8,1.3,-8.4,1.40,1.40,0.00,5.0,38.0,71.3,284,284,54.3,28.2,24.8,14.9,54,86,32,43709.43
2020-04-22,0.9,5.7,-3.1,-5.0,0.1,-8.8,0.00,0.00,0.00,0.0,27.2,54.0,296,296,41.0,20.4,15.5,7.3,44,65,27,45793.59
2020-04-23,1.2,6.8,-5.1,-3.5,2.6,-9.3,0.10,0.10,0.00,1.0,18.0,38.5,87,87,23.7,11.5,8.6,4.4,47,65,34,30039.24
2020-04-24,5.3,10.8,1.1,1.3,8.0,-3.5,0.00,0.00,0.00,0.0,12.8,25.9,20,20,19.0,9.2,8.6,5.2,49,61,40,14546.89
2020-04-25,6.5,12.7,-1.4,2.8,9.7,-5.2,0.00,0.00,0.00,0.0,15.0,32.8,60,60,20.2,9.6,8.6,4.3,50,78,24,43597.60
2020-04-26,7.9,10.5,5.5,3.3,5.9,0.8,4.50,4.50,0.00,13.0,24.5,45.4,41,41,29.7,15.7,16.2,9.0,55,85,32,139.56
2020-04-27,8.2,14.3,1.5,4.6,13.5,-2.5,0.10,0.10,0.00,1.0,16.1,32.8,60,60,23.1,11.0,11.5,2.3,56,76,28,45852.30
2020-04-28,7.4,12.4,3.7,4.0,9.6,-0.2,1.10,1.10,0.00,5.0,18.4,38.9,109,109,22.1,11.7,6.8,3.7,66,80,56,15094.12
2020-04-29,9.4,12.8,5.7,5.5,9.7,1.2,5.40,5.40,0.00,12.0,24.9,48.2,97,97,35.8,18.9,28.1,11.5,76,90,62,11040.27
2020-04-30,11.7,13.3,9.5,10.2,12.2,6.5,18.30,18.30,0.00,22.0,23.0,41.0,135,135,22.9,10.9,4.3,0.5,91,97,83,4982.32
2020-05-01,11.2,15.8,8.5,8.5,13.2,4.9,1.70,1.70,0.00,8.0,23.6,45.7,335,335,28.1,14.0,9.0,4.0,72,99,44,40697.10
2020-05-02,11.8,17.8,6.7,8.7,14.8,2.9,2.00,2.00,0.00,7.0,16.7,38.2,216,216,24.7,12.0,13.3,5.0,59,88,41,22292.62
2020-05-03,14.1,20.3,7.8,11.1,18.8,5.2,0.10,0.10,0.00,1.0,24.7,48.2,300,300,31.5,15.5,9.4,5.4,59,86,34,44580.24
2020-05-04,7.3,10.7,3.0,2.3,6.2,-2.2,0.10,0.10,0.00,1.0,25.6,50.0,330,330,38.3,19.4,24.8,12.8,56,80,36,47044.31
2020-05-05,5.5,11.4,0.0,1.5,8.0,-4.3,0.00,0.00,0.00,0.0,16.0,28.1,352,352,23.3,10.5,15.8,5.4,47,71,30,43197.35
2020-05-06,7.6,13.2,2.6,3.7,9.9,-1.7,0.00,0.00,0.00,0.0,15.0,28.8,355,355,22.4,10.6,12.6,7.2,48,72,27,44362.24
2020-05-07,7.5,12.7,3.2,2.4,8.9,-1.6,0.50,0.50,0.00,3.0,23.7,57.6,303,303,31.7,15.6,17.6,10.1,41,57,31,47225.26
2020-05-08,1.7,4.9,-1.9,-4.0,-0.7,-7.5,0.30,0.00,0.21,2.0,24.9,52.2,311,311,34.0,17.2,20.2,9.4,47,71,31,30259.03
2020-05-09,1.7,6.2,-3.4,-4.2,-0.5,-8.1,0.60,0.00,0.49,3.0,34.9,71.6,290,290,44.3,20.8,19.4,10.5,55,73,35,38221.97
2020-05-10,4.6,10.7,-0.9,1.2,8.2,-4.9,4.40,3.10,0.91,9.0,13.9,25.2,272,272,18.0,8.3,6.5,2.2,70,89,59,16034.96
2020-05-11,4.2,8.3,1.1,-0.4,2.7,-3.9,4.20,3.50,0.49,12.0,22.8,43.6,327,327,31.2,16.0,18.4,9.2,71,95,46,17587.51
2020-05-12,3.5,8.9,-2.2,-1.9,2.6,-7.4,0.00,0.00,0.00,0.0,28.3,55.8,288,288,34.5,17.6,14.4,7.7,49,73,30,35104.11
2020-05-13,5.8,12.6,-2.6,2.3,11.5,-6.8,0.00,0.00,0.00,0.0,17.8,33.5,224,224,21.3,9.6,12.6,2.0,52,71,35,48876.01
2020-05-14,7.0,12.1,2.2,4.2,9.2,-0.6,4.70,4.70,0.00,5.0,10.5,37.1,121,121,16.2,6.7,3.6,1.1,67,92,47,8267.76
2020-05-15,13.3,21.8,6.7,12.1,19.5,4.9,5.80,5.80,0.00,9.0,29.0,61.9,273,273,24.0,12.2,5.4,3.1,89,100,66,17465.49
2020-05-16,11.9,17.5,6.9,10.4,18.2,4.1,0.00,0.00,0.00,0.0,13.8,27.4,10,10,18.4,8.0,9.7,1.0,78,98,54,41436.96
2020-05-17,11.2,15.0,6.2,8.4,11.5,3.9,4.00,4.00,0.00,6.0,22.8,45.4,77,77,26.2,14.0,8.3,5.1,75,94,60,18266.84
2020-05-18,12.4,15.5,10.5,9.1,11.5,7.3,16.50,16.50,0.00,16.0,32.0,61.6,83,83,42.5,22.4,33.1,16.5,83,93,72,12904.75
2020-05-19,13.4,16.1,10.9,8.5,11.2,5.3,0.00,0.00,0.00,0.0,26.3,50.4,86,86,41.2,21.8,31.7,15.9,46,67,36,20418.72
2020-05-20,12.7,17.8,5.6,10.0,16.6,2.9,0.00,0.00,0.00,0.0,16.6,35.6,99,99,23.8,12.2,10.4,7.3,58,89,42,49494.64
2020-05-21,12.9,18.7,6.3,10.7,17.2,3.1,0.00,0.00,0.00,0.0,12.2,29.2,139,139,16.8,8.0,8.3,2.9,55,82,32,49552.10
2020-05-22,16.0,23.4,7.5,15.1,24.7,3.8,0.00,0.00,0.00,0.0,13.1,30.2,210,210,16.8,8.0,7.2,1.8,61,86,47,49179.59
2020-05-23,18.3,25.1,11.8,18.4,27.5,9.6,0.00,0.00,0.00,0.0,14.3,33.1,144,144,17.7,7.8,9.4,0.7,69,94,45,49579.16
2020-05-24,18.1,24.9,12.8,18.1,26.2,12.4,0.80,0.80,0.00,3.0,18.7,38.9,125,125,21.7,10.1,8.6,3.3,77,94,62,48079.62
2020-05-25,23.6,29.4,17.2,25.7,34.1,17.8,1.20,1.20,0.00,3.0,19.5,37.8,210,210,21.0,8.7,10.8,3.3,74,92,53,49475.88
2020-05-26,23.4,29.6,17.9,25.5,32.5,19.1,0.00,0.00,0.00,0.0,15.8,36.0,161,161,17.8,7.9,3.6,1.1,72,90,53,49796.83
2020-05-27,22.1,27.3,17.0,23.1,28.6,17.7,0.00,0.00,0.00,0.0,16.6,33.5,168,168,19.1,9.4,3.2,1.3,71,91,56,46633.99
2020-05-28,19.8,24.1,17.4,21.1,26.4,17.9,11.20,11.20,0.00,7.0,12.0,35.3,162,162,18.3,7.9,4.7,4.0,83,96,71,5937.31
2020-05-29,19.8,24.9,13.7,19.5,25.1,11.3,10.80,10.80,0.00,10.0,21.6,51.5,236,236,35.0,16.6,16.9,10.0,77,91,68,34869.46
