time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),wind_direction_10m_dominant (°),winddirection_10m_dominant (°),wind_gusts_10m_mean (km/h),wind_speed_10m_mean (km/h),wind_gusts_10m_min (km/h),wind_speed_10m_min (km/h),relative_humidity_2m_mean (%),relative_humidity_2m_max (%),relative_humidity_2m_min (%),sunshine_duration (s)
2021-03-09,3.6,10.6,-0.7,0.1,8.8,-4.7,0.00,0.00,0.00,0.0,13.8,28.8,269,269,18.5,8.9,13.0,0.7,76,92,45,38467.00
2021-03-10,7.0,15.7,-2.1,3.0,11.1,-5.8,0.00,0.00,0.00,0.0,21.2,40.7,169,169,23.2,12.8,5.8,5.2,63,97,35,26984.78
2021-03-11,14.5,18.8,7.4,9.4,13.8,0.5,0.80,0.80,0.00,2.0,35.7,66.2,230,230,53.1,27.4,32.4,18.7,54,79,36,33081.89
2021-03-12,3.4,10.4,-3.8,-2.4,3.8,-10.2,0.00,0.00,0.00,0.0,34.2,65.2,289,289,42.9,21.7,8.6,4.3,56,84,38,39015.54
2021-03-13,-0.5,6.2,-6.9,-5.8,0.0,-11.2,0.00,0.00,0.00,0.0,24.7,44.6,269,269,29.7,14.4,3.6,1.8,47,68,28,39199.45
2021-03-14,-0.4,4.4,-4.8,-6.5,-1.0,-11.5,0.00,0.00,0.00,0.0,31.4,61.2,325,325,41.9,21.5,18.0,9.0,53,78,35,35780.48
2021-03-15,-5.0,-0.2,-9.7,-10.3,-3.6,-15.6,0.00,0.00,0.00,0.0,17.3,32.4,24,24,26.8,12.3,14.8,5.4,41,55,27,39455.50
2021-03-16,-0.3,3.2,-3.4,-5.3,-1.7,-8.3,0.10,0.00,0.07,1.0,19.5,39.2,90,90,25.9,13.2,9.4,4.8,56,76,46,22119.51
2021-03-17,3.1,9.6,-1.8,-0.2,6.2,-5.6,0.00,0.00,0.00,0.0,15.8,32.4,105,105,17.3,7.4,4.0,1.4,68,80,60,36138.16
2021-03-18,2.8,6.8,-0.0,-2.6,1.1,-6.7,1.10,1.10,0.00,5.0,27.7,52.2,13,13,38.1,19.9,12.6,0.4,67,91,37,7164.36
2021-03-19,-1.0,5.2,-6.8,-6.0,2.2,-12.6,0.00,0.00,0.00,0.0,21.4,40.7,7,7,27.6,13.2,16.2,4.1,49,62,31,39746.17
2021-03-20,5.3,14.4,-1.2,0.9,11.6,-6.1,0.00,0.00,0.00,0.0,13.1,25.9,271,271,19.7,10.3,12.2,6.6,43,70,16,39888.34
2021-03-21,4.2,14.1,-2.7,0.2,10.3,-7.3,0.00,0.00,0.00,0.0,15.8,34.2,175,175,18.3,9.7,10.8,4.1,53,79,22,40011.91
2021-03-22,8.0,16.8,-0.9,4.2,12.9,-5.4,0.00,0.00,0.00,0.0,16.3,33.1,172,172,18.2,10.1,4.0,2.9,50,78,27,40081.49
2021-03-23,7.8,13.9,0.0,4.4,10.9,-4.2,0.00,0.00,0.00,0.0,12.5,27.4,132,132,14.1,7.6,3.2,1.9,55,76,42,30878.52
2021-03-24,10.2,16.7,3.6,7.8,14.6,0.6,6.50,6.50,0.00,6.0,17.6,41.8,129,129,22.5,10.5,5.4,3.6,76,94,49,34967.29
2021-03-25,12.6,19.9,6.3,10.1,18.2,3.8,0.00,0.00,0.00,0.0,22.1,42.5,244,244,26.2,13.0,11.2,4.9,70,91,43,36747.04
2021-03-26,7.2,10.7,2.4,3.1,6.5,-0.9,22.50,22.50,0.00,16.0,35.3,65.9,340,340,38.4,18.6,15.1,7.3,82,98,59,18872.68
2021-03-27,4.2,7.3,1.7,1.1,4.5,-1.4,0.00,0.00,0.00,0.0,14.0,29.5,122,122,17.3,8.0,4.3,1.1,81,93,72,4420.45
2021-03-28,5.1,10.1,2.0,1.0,6.0,-5.0,5.00,5.00,0.00,11.0,34.9,66.6,285,285,34.0,16.9,9.4,2.5,83,95,60,18056.08
2021-03-29,2.9,7.7,-0.2,-2.1,3.2,-5.5,0.10,0.10,0.00,1.0,30.8,57.6,283,283,34.9,16.7,20.5,4.1,56,76,38,40002.14
2021-03-30,9.5,18.3,-0.3,4.9,12.8,-4.3,0.00,0.00,0.00,0.0,30.0,55.8,188,188,32.5,17.1,14.4,8.6,52,77,33,40546.02
2021-03-31,9.9,15.6,1.9,5.6,10.7,-3.9,0.50,0.50,0.00,2.0,20.5,40.7,290,290,31.8,15.8,22.3,10.0,54,83,33,22091.89
2021-04-01,-0.9,2.2,-3.5,-7.4,-4.2,-9.6,0.40,0.00,0.28,2.0,31.3,59.8,331,331,44.7,23.1,31.0,16.8,49,64,33,41807.29
2021-04-02,-0.9,4.7,-5.4,-6.7,-0.7,-11.4,0.00,0.00,0.00,0.0,22.0,45.4,337,337,34.5,17.3,18.0,8.7,34,51,23,42664.87
2021-04-03,1.6,9.6,-4.9,-2.9,4.1,-9.3,0.50,0.50,0.00,3.0,20.6,48.2,201,201,23.5,10.7,9.4,5.9,53,85,29,38412.82
2021-04-04,6.4,14.7,-1.8,3.2,13.9,-5.2,0.00,0.00,0.00,0.0,13.1,28.8,350,350,16.8,7.9,6.8,1.9,62,93,31,42937.62
2021-04-05,7.6,14.6,-0.2,4.5,12.4,-3.8,0.00,0.00,0.00,0.0,14.3,24.5,335,335,17.9,8.0,6.1,1.6,61,87,40,40884.02
2021-04-06,6.8,12.7,0.8,3.2,9.6,-3.4,0.10,0.10,0.00,1.0,12.5,32.4,104,104,17.8,9.1,7.2,4.1,59,90,38,33310.07
2021-04-07,9.7,15.2,3.0,6.2,12.4,-0.2,0.00,0.00,0.00,0.0,15.0,32.8,90,90,20.4,10.1,12.2,6.6,48,79,34,43441.35
2021-04-08,12.3,18.4,5.5,9.5,16.6,2.7,0.00,0.00,0.00,0.0,22.0,40.0,90,90,25.4,13.0,11.9,7.3,65,93,51,43570.51
2021-04-09,13.4,18.7,10.4,11.5,16.9,8.2,2.30,2.30,0.00,7.0,18.4,45.7,136,136,25.2,12.1,9.0,5.8,77,91,65,29498.50
2021-04-10,14.1,19.7,7.6,12.6,19.3,5.5,0.10,0.10,0.00,1.0,14.6,32.4,132,132,21.0,10.2,10.4,6.1,74,93,58,40275.71
2021-04-11,12.6,14.6,11.2,11.3,14.0,8.9,13.90,13.90,0.00,14.0,17.1,31.7,90,90,21.0,10.7,10.1,5.6,89,98,69,10215.51
2021-04-12,9.3,11.5,7.3,7.1,9.7,5.2,4.20,4.20,0.00,16.0,17.1,31.0,90,90,23.9,11.9,14.4,6.3,93,99,87,2458.38
2021-04-13,9.4,15.0,6.5,7.8,14.1,4.8,0.40,0.40,0.00,3.0,16.4,34.9,124,124,16.6,6.9,6.1,2.1,86,96,66,30267.28
2021-04-14,10.2,15.9,5.3,7.4,12.9,3.2,0.00,0.00,0.00,0.0,20.3,39.6,267,267,21.7,9.5,6.1,1.5,65,100,32,39600.00
2021-04-15,6.1,9.3,3.6,2.4,5.8,0.1,3.60,3.60,0.00,11.0,16.6,32.4,309,309,25.0,11.9,18.7,8.0,70,91,47,28577.11
2021-04-16,6.3,9.6,3.9,2.0,5.0,-0.8,1.60,1.60,0.00,12.0,24.9,47.5,317,317,35.0,17.7,23.8,10.7,78,89,61,14290.62
2021-04-17,7.6,13.1,3.0,5.0,11.1,-0.2,0.20,0.20,0.00,2.0,10.0,25.9,320,320,18.4,8.0,10.4,5.2,80,95,57,24718.00
2021-04-18,8.8,14.6,3.2,5.5,11.7,-0.5,0.50,0.50,0.00,4.0,15.9,33.1,275,275,23.7,11.1,14.8,6.7,62,87,35,43640.39
2021-04-19,8.8,17.0,1.7,5.2,13.6,-1.6,3.20,3.20,0.00,7.0,26.5,51.8,240,240,28.8,13.7,9.7,5.4,66,87,36,36000.00
2021-04-20,3.9,6.4,1.2,-0.8,3.0,-3.6,1.30,0.40,0.63,8.0,22.7,44.6,273,273,30.3,14.9,8.3,3.1,62,85,44,15530.98
2021-04-21,0.9,4.4,-2.8,-4.0,-1.1,-8.1,3.70,0.00,2.59,11.0,24.2,45.7,315,315,29.7,14.6,7.6,2.6,61,81,42,33434.96
2021-04-22,1.7,6.4,-3.3,-4.2,-0.5,-8.4,0.30,0.00,0.21,3.0,31.3,60.5,291,291,40.6,20.9,18.7,9.4,51,71,33,45734.19
2021-04-23,8.5,17.4,-0.4,3.7,13.4,-5.7,0.00,0.00,0.00,0.0,26.6,51.5,266,266,34.7,17.9,23.4,12.6,46,66,27,45894.64
2021-04-24,11.9,17.2,5.7,7.9,14.1,1.5,0.00,0.00,0.00,0.0,19.7,38.2,239,239,28.0,13.9,14.4,7.9,47,65,33,31693.51
2021-04-25,7.8,11.1,2.1,3.4,7.0,-3.3,1.00,1.00,0.00,2.0,27.6,55.4,299,299,36.4,18.5,13.0,6.6,61,89,48,43684.95
2021-04-26,4.4,10.7,-2.4,0.4,9.6,-6.8,0.00,0.00,0.00,0.0,15.5,32.8,331,331,23.2,9.8,12.6,1.0,47,66,27,43302.08
2021-04-27,8.6,14.2,4.4,5.0,11.9,0.0,1.40,1.40,0.00,4.0,16.6,52.2,95,95,26.6,11.2,10.8,5.2,54,68,44,32400.00
2021-04-28,11.3,18.5,6.1,10.2,18.9,4.0,6.90,6.90,0.00,9.0,10.8,46.8,111,111,19.8,6.5,7.6,2.3,84,96,69,26217.30
2021-04-29,10.4,13.1,8.7,9.0,12.5,6.2,10.90,10.90,0.00,15.0,20.3,36.0,72,72,15.9,7.0,7.2,2.9,90,96,80,609.87
2021-04-30,7.3,9.7,5.0,1.2,4.2,-1.1,0.20,0.20,0.00,1.0,40.2,76.0,302,302,56.5,29.4,36.4,18.9,62,85,39,37391.41
2021-05-01,8.2,15.0,0.1,4.1,11.5,-3.9,0.30,0.30,0.00,2.0,23.9,55.1,245,245,31.5,13.9,15.1,2.5,48,69,29,40901.95
2021-05-02,11.7,16.8,7.3,9.5,15.9,5.1,3.20,3.20,0.00,8.0,12.5,29.2,98,98,19.8,9.3,11.9,4.4,70,89,57,34396.90
2021-05-03,10.2,13.5,8.2,7.7,11.7,5.1,5.80,5.80,0.00,13.0,22.0,40.7,90,90,27.1,13.3,19.1,7.6,84,93,77,8184.30
2021-05-04,10.7,15.9,8.7,9.5,16.4,6.8,4.30,4.30,0.00,11.0,18.2,32.8,139,139,14.8,6.4,5.4,1.5,90,96,80,395.61
2021-05-05,9.2,11.4,6.4,5.6,6.9,3.3,0.00,0.00,0.00,0.0,21.2,39.2,311,311,30.2,15.5,17.3,9.5,71,87,49,7060.33
2021-05-06,8.4,12.9,2.4,5.4,10.9,-1.2,0.60,0.60,0.00,4.0,14.5,34.2,307,307,21.9,8.6,13.0,1.0,63,79,41,45995.51
2021-05-07,6.6,10.4,3.3,3.8,7.9,0.2,0.50,0.50,0.00,5.0,11.5,27.7,100,100,15.5,6.5,5.0,2.6,68,83,54,32007.97
2021-05-08,7.6,14.1,1.5,4.4,11.6,-1.6,2.90,2.90,0.00,6.0,15.1,33.5,318,318,22.9,11.0,6.1,3.5,69,93,41,46455.77
2021-05-09,7.5,11.6,1.7,4.2,9.3,-2.2,0.10,0.10,0.00,1.0,14.2,29.5,265,265,17.6,8.0,7.6,3.1,60,82,44,20557.70
2021-05-10,7.4,11.3,2.5,3.1,7.4,-1.9,0.80,0.80,0.00,5.0,20.2,42.8,299,299,29.3,14.8,15.8,8.9,58,79,44,46161.61
2021-05-11,6.5,11.2,1.9,1.6,6.9,-2.5,0.10,0.10,0.00,1.0,26.4,56.5,296,296,39.5,19.6,16.9,9.1,60,81,44,46671.23
2021-05-12,10.5,16.7,4.0,6.2,12.9,0.1,0.00,0.00,0.00,0.0,22.1,43.9,330,330,32.8,16.9,19.1,9.7,49,82,25,48789.29
2021-05-13,13.1,19.6,6.0,9.6,16.4,1.7,0.40,0.40,0.00,2.0,15.7,29.5,333,333,24.2,11.8,12.2,6.6,43,62,29,48851.59
2021-05-14,13.9,21.0,5.4,10.9,20.2,1.7,0.00,0.00,0.00,0.0,14.3,31.7,245,245,19.1,8.9,12.2,3.7,42,56,23,48414.09
2021-05-15,14.7,22.5,7.0,12.1,20.9,3.3,0.00,0.00,0.00,0.0,18.2,36.7,232,232,17.7,7.3,6.1,2.6,43,70,23,48858.90
2021-05-16,15.1,21.9,7.5,12.6,19.3,4.9,0.00,0.00,0.00,0.0,12.9,29.9,202,202,16.7,7.4,5.4,1.0,48,81,23,43279.46
2021-05-17,15.7,22.8,7.1,13.5,21.4,4.4,0.00,0.00,0.00,0.0,18.1,37.1,166,166,19.6,8.8,10.1,0.8,51,73,30,48685.16
2021-05-18,19.5,26.6,10.2,17.7,26.2,8.0,0.00,0.00,0.00,0.0,13.7,29.2,287,287,18.7,8.5,11.9,3.3,49,75,29,47095.05
2021-05-19,19.5,27.2,10.0,17.9,25.9,8.8,0.00,0.00,0.00,0.0,16.0,34.2,170,170,19.5,8.9,8.6,3.6,51,85,26,46908.35
2021-05-20,21.6,28.9,14.3,21.2,29.4,13.3,0.00,0.00,0.00,0.0,9.2,25.2,162,162,12.7,4.6,2.5,0.4,51,68,39,36869.81
2021-05-21,24.9,32.6,15.3,23.9,31.1,14.9,0.00,0.00,0.00,0.0,17.5,36.7,230,230,21.5,10.8,5.8,4.4,46,76,22,41582.55
2021-05-22,23.8,28.2,20.4,23.4,28.7,19.1,0.30,0.30,0.00,3.0,21.3,52.9,279,279,30.7,14.0,12.6,6.5,57,81,46,37118.03
2021-05-23,21.3,26.1,16.0,20.5,25.6,14.8,0.00,0.00,0.00,0.0,25.0,52.2,329,329,33.7,16.5,13.3,4.8,63,85,46,49385.47
2021-05-24,16.3,21.6,11.7,14.1,20.8,9.1,0.00,0.00,0.00,0.0,15.4,33.1,115,115,22.5,9.8,5.0,2.9,49,68,35,47124.73
2021-05-25,24.2,32.5,14.3,22.9,30.0,12.7,0.20,0.20,0.00,2.0,29.8,58.3,229,229,32.3,15.9,4.0,3.3,50,83,28,49470.30
2021-05-26,22.5,25.5,14.6,21.0,24.1,11.0,3.60,3.60,0.00,4.0,27.4,54.4,260,260,40.0,19.8,27.4,14.9,59,88,47,18503.48
2021-05-27,12.7,18.8,9.0,9.2,18.3,4.8,0.40,0.40,0.00,2.0,22.3,45.0,341,341,32.6,15.1,23.0,4.3,50,70,33,45223.14
2021-05-28,6.3,9.6,3.5,2.3,4.8,-0.8,10.30,10.30,0.00,13.0,18.8,36.4,43,43,29.6,15.3,11.5,6.9,76,94,46,2090.34
2021-05-29,10.6,16.5,4.6,6.6,14.5,-0.4,0.00,0.00,0.00,0.0,21.9,44.3,53,53,29.9,14.4,6.8,0.5,44,57,28,47918.16
2021-05-30,12.5,18.7,5.6,9.5,16.8,1.7,0.00,0.00,0.00,0.0,14.8,34.9,81,81,22.8,10.8,11.2,5.4,47,69,31,49985.09
2021-05-31,15.9,24.2,5.6,13.2,22.4,3.0,0.00,0.00,0.00,0.0,18.7,37.8,271,271,19.8,9.2,6.8,3.6,43,75,24,46593.18
2021-06-01,19.3,25.0,13.9,16.8,22.2,12.0,0.10,0.10,0.00,1.0,18.2,40.3,269,269,25.1,12.4,10.1,6.9,46,69,26,42038.82
2021-06-02,18.1,24.9,9.6,16.8,22.9,8.8,0.30,0.30,0.00,1.0,17.2,35.3,173,173,19.6,8.3,5.0,1.8,58,93,30,46125.68
2021-06-03,18.7,23.4,14.4,19.5,24.6,15.0,7.80,7.80,0.00,13.0,15.1,36.0,192,192,18.9,7.3,10.4,3.5,81,98,60,28515.07
2021-06-04,21.5,28.0,15.2,21.4,28.2,15.3,0.00,0.00,0.00,0.0,17.3,40.7,244,244,24.6,11.4,11.2,7.1,67,92,38,48415.79
2021-06-05,26.2,32.7,19.6,24.3,31.0,18.4,0.00,0.00,0.00,0.0,25.6,50.0,251,251,40.0,21.4,17.3,10.3,45,74,28,50886.96
2021-06-06,27.2,33.7,21.0,26.8,34.6,20.7,0.00,0.00,0.00,0.0,22.0,42.8,235,235,31.2,15.5,17.3,10.0,47,63,33,50799.84
2021-06-07,25.7,30.7,21.0,26.9,32.1,21.1,3.70,3.70,0.00,3.0,19.7,43.6,237,237,28.5,12.9,16.9,9.0,63,71,50,37465.33
2021-06-08,24.2,27.1,21.2,27.8,32.1,24.4,15.70,15.70,0.00,15.0,9.4,22.0,239,239,14.8,5.1,7.6,1.3,82,94,72,30279.74
2021-06-09,24.0,29.3,20.1,26.8,33.5,20.6,3.20,3.20,0.00,4.0,12.7,26.6,14,14,18.7,7.9,8.6,2.3,77,98,55,49518.68
2021-06-10,20.4,24.2,16.3,18.9,22.6,15.1,0.00,0.00,0.00,0.0,20.0,41.4,94,94,24.4,12.3,9.4,5.8,51,78,34,51257.16
2021-06-11,19.6,24.8,15.4,18.4,24.3,13.6,0.30,0.30,0.00,1.0,16.2,36.4,97,97,23.1,11.0,8.3,5.4,55,72,40,44788.51
2021-06-12,20.4,25.2,15.4,20.3,25.1,16.0,0.70,0.70,0.00,1.0,14.9,34.2,112,112,18.1,7.8,6.1,3.2,62,95,32,44098.65
2021-06-13,22.1,27.8,16.3,22.4,30.1,17.2,3.80,3.80,0.00,11.0,14.6,32.0,298,298,20.5,8.8,7.2,3.8,62,89,48,49146.09
2021-06-14,18.3,23.6,15.8,17.1,23.8,13.6,5.30,5.30,0.00,10.0,22.5,45.7,309,309,30.1,14.0,22.0,10.6,67,89,49,32105.77
2021-06-15,18.0,22.2,14.8,14.6,18.8,10.7,0.00,0.00,0.00,0.0,27.6,52.6,333,333,40.0,20.6,25.2,14.5,50,88,24,51664.96
2021-06-16,15.8,21.9,9.8,12.3,18.9,6.2,0.00,0.00,0.00,0.0,21.1,42.1,337,337,29.8,14.5,10.8,6.8,42,60,20,51683.16
2021-06-17,18.9,26.9,9.7,16.4,24.8,6.6,0.00,0.00,0.00,0.0,15.0,33.8,256,256,23.8,11.1,15.5,6.1,42,66,22,51697.69
2021-06-18,20.8,26.8,18.0,20.3,27.0,15.7,13.50,13.50,0.00,12.0,28.0,52.9,227,227,30.9,15.7,19.1,8.1,69,92,47,15519.19
2021-06-19,23.6,30.3,17.7,22.8,28.2,17.4,0.00,0.00,0.00,0.0,24.9,56.9,276,276,31.5,15.4,13.0,6.8,58,91,24,48475.93
2021-06-20,21.0,26.8,14.1,21.5,28.3,13.6,0.10,0.10,0.00,1.0,19.7,41.4,163,163,21.2,8.9,9.4,1.4,68,86,54,49838.47
2021-06-21,21.6,28.0,13.3,20.8,27.9,9.4,6.70,6.70,0.00,10.0,33.3,66.2,252,252,44.7,22.3,7.9,4.2,73,95,52,36000.00
2021-06-22,14.1,18.2,10.7,10.8,13.6,7.8,0.00,0.00,0.00,0.0,21.0,41.0,312,312,29.0,13.8,9.7,6.1,55,73,31,28585.96
2021-06-23,16.9,24.2,8.3,14.8,21.5,6.2,0.30,0.30,0.00,2.0,22.8,42.5,236,236,22.0,10.0,7.6,4.3,54,83,27,51419.41
2021-06-24,22.6,28.3,16.6,20.6,25.1,15.0,0.00,0.00,0.00,0.0,28.4,55.4,185,185,34.5,17.6,18.7,10.6,49,70,28,43623.71
2021-06-25,22.7,27.5,19.9,22.7,27.0,19.4,13.50,13.50,0.00,11.0,22.3,44.6,182,182,31.6,15.8,20.5,9.7,70,95,49,13765.12
2021-06-26,23.6,27.1,19.8,24.4,28.6,20.0,26.50,26.50,0.00,12.0,28.5,65.5,208,208,44.4,20.9,26.3,12.1,81,93,67,2432.23
2021-06-27,27.0,30.9,23.3,27.4,32.2,22.4,0.30,0.30,0.00,1.0,27.3,62.6,224,224,45.2,22.5,33.8,16.4,63,73,54,47208.73
2021-06-28,26.6,30.7,22.4,28.8,32.3,24.0,0.20,0.20,0.00,2.0,19.9,40.0,257,257,26.9,13.2,13.7,7.1,68,90,46,51309.74
2021-06-29,24.6,30.3,19.7,27.7,35.0,21.8,10.70,10.70,0.00,7.0,18.2,46.8,253,253,23.9,9.0,10.4,1.1,81,91,64,38568.61
2021-06-30,24.1,27.7,19.5,25.5,28.2,21.5,2.20,2.20,0.00,5.0,22.4,43.9,269,269,29.0,14.9,9.0,4.6,74,92,51,32386.66
2021-07-01,19.9,24.7,16.0,20.4,26.6,15.1,7.50,7.50,0.00,5.0,18.6,34.6,339,339,23.1,11.1,7.2,4.2,78,96,60,50809.14
2021-07-02,18.0,21.2,14.5,17.0,21.3,13.0,18.80,18.80,0.00,14.0,22.3,46.4,349,349,35.5,16.7,20.9,10.8,79,93,68,44501.55
2021-07-03,19.6,25.0,13.9,19.1,25.9,12.4,2.10,2.10,0.00,4.0,16.6,29.2,306,306,19.2,8.9,9.0,3.1,64,77,45,46938.27
2021-07-04,19.3,22.9,14.4,19.8,24.4,14.7,0.00,0.00,0.00,0.0,14.7,31.7,95,95,21.3,9.7,9.4,5.8,77,95,63,50969.64
2021-07-05,23.3,32.3,16.5,25.3,34.9,16.6,0.50,0.50,0.00,1.0,16.8,38.5,190,190,20.7,9.7,7.2,2.9,74,89,46,39392.89
2021-07-06,26.5,31.2,22.0,28.0,33.1,24.0,0.20,0.20,0.00,2.0,21.6,41.4,285,285,31.3,15.3,9.4,5.6,66,87,43,45490.82
2021-07-07,19.7,21.5,16.7,20.6,23.6,16.6,8.60,8.60,0.00,12.0,16.6,43.9,91,91,26.6,10.0,8.6,3.3,83,90,73,18780.63
2021-07-08,17.5,21.3,15.1,18.1,23.6,14.6,9.70,9.70,0.00,21.0,12.7,28.1,105,105,21.0,9.3,12.2,3.4,90,98,85,5870.96
2021-07-09,18.3,20.9,16.2,18.6,20.2,15.8,0.30,0.30,0.00,2.0,17.2,34.2,343,343,21.9,11.1,3.6,0.0,85,100,70,4391.15
2021-07-10,19.2,23.6,14.1,18.9,25.5,12.6,0.00,0.00,0.00,0.0,14.8,31.7,43,43,21.1,9.8,7.2,4.1,66,80,50,49673.16
2021-07-11,17.8,20.0,14.6,18.3,21.0,14.1,8.50,8.50,0.00,11.0,15.0,28.8,55,55,17.2,9.0,5.0,3.9,85,95,75,0.00
2021-07-12,20.4,23.8,16.8,21.0,23.9,17.2,1.30,1.30,0.00,3.0,15.7,33.1,80,80,22.1,10.6,10.8,4.5,78,94,63,39227.78
2021-07-13,22.1,26.5,18.1,24.7,29.2,20.2,13.00,13.00,0.00,13.0,18.8,44.6,186,186,23.7,9.6,4.3,2.7,89,99,77,24950.67
2021-07-14,24.4,29.6,20.5,26.2,31.0,22.2,0.10,0.10,0.00,1.0,13.8,28.8,255,255,20.9,9.4,10.4,4.8,70,94,41,47446.49
2021-07-15,23.8,29.0,19.4,25.0,29.5,21.1,2.70,2.70,0.00,5.0,23.4,62.3,225,225,33.4,15.7,9.7,6.4,77,91,59,24563.95
2021-07-16,20.7,24.0,17.7,21.3,24.4,18.2,0.00,0.00,0.00,0.0,16.9,33.8,357,357,19.6,9.1,7.2,4.8,73,90,48,24530.17
2021-07-17,19.3,21.2,18.2,20.3,22.0,19.2,17.20,17.20,0.00,13.0,16.2,37.4,23,23,19.9,9.6,7.6,2.9,85,92,75,4377.87
2021-07-18,23.4,29.8,18.0,23.5,29.9,17.1,0.00,0.00,0.00,0.0,19.1,38.9,344,344,27.5,13.4,13.0,6.8,62,80,37,49739.77
2021-07-19,24.0,29.7,18.1,25.6,32.5,18.8,0.10,0.10,0.00,1.0,16.0,31.3,325,325,23.3,11.4,9.4,5.5,70,91,48,49565.50
2021-07-20,22.6,29.0,17.6,24.1,31.0,18.2,9.00,9.00,0.00,10.0,18.4,46.4,291,291,25.1,11.3,9.4,5.4,77,93,53,48782.51
2021-07-21,20.0,25.1,16.2,18.7,24.5,14.5,0.00,0.00,0.00,0.0,20.7,43.9,351,351,30.4,15.3,23.4,12.2,62,88,35,49481.54
2021-07-22,19.8,25.1,13.9,18.3,23.9,11.9,0.00,0.00,0.00,0.0,16.6,32.0,335,335,23.3,11.4,7.6,5.4,56,73,39,40064.50
2021-07-23,19.9,25.9,13.0,19.6,27.6,11.7,0.00,0.00,0.00,0.0,17.7,36.7,186,186,18.5,8.5,9.0,1.8,62,84,42,49204.09
2021-07-24,20.1,23.1,14.8,20.9,23.8,15.0,11.20,11.20,0.00,11.0,21.5,52.6,194,194,23.9,12.3,4.7,3.0,83,93,66,12980.73
2021-07-25,24.0,30.1,18.5,24.8,30.7,19.5,1.20,1.20,0.00,1.0,19.8,52.9,279,279,27.6,13.0,16.9,5.4,67,93,38,48999.65
2021-07-26,24.1,30.2,17.7,23.9,29.6,17.5,0.10,0.10,0.00,1.0,16.3,33.8,293,293,21.5,10.9,14.4,6.8,55,77,33,48748.00
2021-07-27,20.9,25.1,15.5,21.5,26.0,15.4,2.80,2.80,0.00,6.0,25.8,51.5,304,304,25.4,10.6,9.0,3.8,74,86,62,36250.49
2021-07-28,20.1,23.8,16.2,21.2,25.8,17.3,0.80,0.80,0.00,3.0,11.5,27.4,98,98,17.9,7.8,7.6,4.4,80,97,61,46844.03
2021-07-29,20.9,27.8,16.4,21.9,28.0,16.3,15.40,15.40,0.00,6.0,22.0,47.5,315,315,23.3,10.8,5.4,2.9,79,95,53,28982.52
2021-07-30,17.8,20.4,13.5,15.9,18.7,11.9,0.00,0.00,0.00,0.0,22.4,43.9,338,338,34.9,17.6,16.6,8.0,66,91,44,47738.42
2021-07-31,17.2,24.0,11.2,16.4,23.6,9.3,1.50,1.50,0.00,6.0,15.2,29.5,243,243,19.3,8.6,11.5,3.5,66,85,44,37174.77
2021-08-01,17.8,22.0,14.9,17.7,22.8,14.2,7.70,7.70,0.00,9.0,19.2,35.6,327,327,24.5,11.2,12.2,3.4,81,94,61,43037.01
2021-08-02,18.9,25.3,13.2,17.8,24.4,11.9,0.00,0.00,0.00,0.0,15.1,26.6,322,322,22.2,10.3,10.1,1.5,61,89,30,46627.47
2021-08-03,20.1,26.2,13.6,19.4,26.2,11.9,0.00,0.00,0.00,0.0,13.1,28.8,260,260,19.3,9.4,11.9,6.2,60,84,37,46603.98
2021-08-04,20.9,26.9,14.0,21.0,28.4,13.5,0.00,0.00,0.00,0.0,13.0,29.5,177,177,18.0,8.1,9.7,0.8,62,83,36,47356.96
2021-08-05,21.6,27.2,14.3,22.5,28.7,14.5,0.00,0.00,0.00,0.0,11.7,26.6,159,159,14.5,6.0,3.6,1.0,67,92,42,47342.34
2021-08-06,23.4,29.5,15.5,23.3,28.5,15.4,0.60,0.60,0.00,2.0,18.7,38.2,222,222,22.8,11.1,9.7,5.3,58,82,37,47154.88
2021-08-07,23.3,29.0,19.3,25.5,31.6,20.3,15.60,15.60,0.00,6.0,10.8,32.4,247,247,18.4,7.1,5.8,2.6,75,93,53,40327.20
2021-08-08,23.2,27.6,18.5,26.3,30.7,20.5,0.50,0.50,0.00,3.0,14.2,30.6,151,151,15.5,6.9,5.4,1.1,85,100,67,24843.82
2021-08-09,25.6,31.6,19.4,28.2,33.6,21.5,0.00,0.00,0.00,0.0,19.2,41.8,170,170,23.2,11.0,8.3,3.8,76,97,48,46830.12
2021-08-10,24.5,27.3,22.1,27.2,29.1,25.2,8.80,8.80,0.00,10.0,23.0,50.4,197,197,28.3,13.3,9.4,5.9,84,93,70,20249.13
2021-08-11,26.2,32.6,20.9,28.6,34.2,23.7,1.70,1.70,0.00,4.0,26.5,52.6,232,232,30.3,14.8,12.2,5.8,76,94,47,46713.34
2021-08-12,25.8,30.2,22.8,27.8,32.3,24.5,3.90,3.90,0.00,5.0,26.1,62.3,241,241,32.7,15.8,11.2,6.6,75,86,51,33024.45
2021-08-13,25.2,30.2,20.3,26.7,31.7,17.8,0.90,0.90,0.00,4.0,17.8,39.6,273,273,27.7,13.1,14.4,7.7,69,93,37,44106.01
