time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),wind_direction_10m_dominant (°),winddirection_10m_dominant (°),wind_gusts_10m_mean (km/h),wind_speed_10m_mean (km/h),wind_gusts_10m_min (km/h),wind_speed_10m_min (km/h),relative_humidity_2m_mean (%),relative_humidity_2m_max (%),relative_humidity_2m_min (%),sunshine_duration (s)
2016-03-21,-0.4,3.6,-4.5,-5.7,-2.5,-8.8,0.30,0.10,0.21,2.0,24.7,53.6,308,308,32.9,15.8,11.9,7.2,53,79,32,39736.34
2016-03-22,0.1,4.1,-4.1,-3.6,0.4,-8.1,4.50,3.90,0.49,9.0,10.7,25.6,180,180,17.3,7.7,11.5,5.1,76,96,51,5579.41
2016-03-23,1.7,3.9,0.4,-2.1,-0.4,-3.9,5.30,1.50,2.73,14.0,14.8,33.5,49,49,22.6,10.7,7.9,3.8,88,97,67,2012.28
2016-03-24,-0.2,1.2,-1.9,-4.9,-2.4,-7.9,25.20,21.30,2.73,24.0,22.8,60.8,82,82,37.0,16.0,16.2,9.0,90,97,80,0.00
2016-03-25,0.8,3.9,-2.8,-3.8,-0.4,-8.2,0.40,0.40,0.00,1.0,22.7,46.1,311,311,31.8,14.4,11.9,5.8,72,98,48,27171.78
2016-03-26,-0.1,5.1,-3.8,-3.4,2.8,-7.7,0.00,0.00,0.00,0.0,10.9,28.4,101,101,15.6,6.4,3.6,1.3,74,87,55,41218.17
2016-03-27,3.0,9.1,-3.0,0.1,7.2,-6.4,0.40,0.40,0.00,2.0,12.3,30.2,92,92,15.4,6.8,5.8,3.3,78,88,66,41343.30
2016-03-28,5.4,8.5,2.3,1.0,5.7,-3.9,19.50,19.00,0.35,18.0,37.6,72.7,306,306,45.3,20.0,13.7,6.6,87,98,68,4938.20
2016-03-29,1.9,6.4,-1.6,-3.0,1.8,-7.4,0.00,0.00,0.00,0.0,20.9,43.6,330,330,32.1,14.1,10.8,4.7,47,67,27,41895.56
2016-03-30,4.3,11.3,-2.7,0.3,6.9,-6.7,1.30,1.30,0.00,4.0,17.9,55.1,199,199,26.1,10.5,6.5,2.5,60,76,41,37727.57
2016-03-31,10.9,13.1,9.2,7.0,9.6,5.0,26.80,26.80,0.00,21.0,29.9,65.9,210,210,54.3,24.8,43.6,16.9,88,93,78,0.00
2016-04-01,7.6,12.8,2.7,3.9,9.7,-0.6,0.00,0.00,0.00,0.0,24.2,50.4,266,266,34.8,15.2,13.7,5.5,73,94,55,18459.47
2016-04-02,1.8,4.5,-1.2,-3.2,-0.5,-7.5,2.00,0.60,0.98,6.0,21.4,42.1,290,290,32.9,15.8,18.0,8.6,61,88,37,29276.94
2016-04-03,-3.0,-0.4,-5.6,-9.1,-5.9,-13.0,5.90,0.00,4.20,8.0,30.8,60.5,309,309,42.1,19.0,11.2,1.8,49,84,31,27579.50
2016-04-04,-4.7,-2.4,-8.2,-10.1,-6.5,-14.0,6.00,0.00,4.27,8.0,19.4,40.3,20,20,34.0,16.5,26.3,12.3,68,88,46,39331.04
2016-04-05,-4.8,0.7,-10.1,-9.1,-2.6,-15.0,0.00,0.00,0.00,0.0,15.4,27.0,304,304,18.3,9.0,13.3,4.2,60,77,38,43371.46
2016-04-06,-0.5,4.4,-5.0,-4.9,0.9,-9.1,6.10,3.10,2.17,14.0,20.9,44.3,138,138,25.1,12.1,15.1,5.9,77,91,67,2666.37
2016-04-07,5.6,7.4,0.6,1.0,3.2,-4.8,7.60,7.60,0.00,10.0,22.1,56.9,246,246,42.4,18.4,33.1,13.0,75,96,56,26291.99
2016-04-08,-0.1,4.7,-3.1,-5.9,-1.0,-9.6,0.00,0.00,0.35,0.0,24.1,50.0,311,311,40.4,18.6,25.9,9.7,50,63,34,32617.54
2016-04-09,-3.3,-0.3,-5.7,-9.1,-4.9,-12.2,0.00,0.00,0.00,0.0,21.2,48.6,345,345,39.3,17.8,26.6,12.2,47,59,36,44057.93
2016-04-10,-2.7,0.2,-5.8,-7.7,-5.5,-10.7,6.20,0.00,4.62,8.0,19.3,41.8,165,165,26.2,12.1,8.3,4.3,58,97,43,5663.31
2016-04-11,5.3,9.4,-0.3,2.1,7.0,-4.8,3.90,2.30,1.12,10.0,19.9,35.6,212,212,28.3,13.4,19.8,9.4,93,98,85,4334.56
2016-04-12,2.3,6.4,-1.1,-2.6,1.2,-5.6,0.40,0.40,0.00,2.0,25.3,53.3,296,296,35.3,15.8,12.2,5.9,63,82,44,44568.93
2016-04-13,0.9,5.5,-3.1,-2.6,2.9,-6.6,0.00,0.00,0.00,0.0,13.8,29.9,121,121,16.5,6.1,8.6,1.8,67,85,53,44460.62
2016-04-14,2.4,7.7,-2.9,-1.2,4.7,-6.5,0.00,0.00,0.00,0.0,14.3,34.2,84,84,20.2,8.8,8.3,3.6,61,85,41,44906.09
2016-04-15,5.3,11.0,0.6,1.9,8.7,-3.5,0.00,0.00,0.00,0.0,13.4,32.8,91,91,21.6,10.1,13.3,6.5,61,75,49,45073.29
2016-04-16,7.4,13.6,2.3,4.7,12.3,-1.4,0.00,0.00,0.00,0.0,11.1,28.1,92,92,18.4,8.0,7.9,3.2,63,75,50,45239.39
2016-04-17,10.6,18.4,1.9,8.9,18.9,-1.1,0.00,0.00,0.00,0.0,8.1,17.6,32,32,11.0,3.3,5.0,0.8,59,80,42,45404.29
2016-04-18,13.7,22.3,5.1,11.6,21.4,1.9,0.00,0.00,0.00,0.0,17.9,31.7,309,309,20.3,9.5,11.5,2.6,60,81,38,45478.31
2016-04-19,9.5,14.8,4.8,5.7,11.6,0.8,0.00,0.00,0.00,0.0,19.1,40.7,357,357,32.4,14.7,20.2,11.3,57,85,31,43924.19
2016-04-20,7.1,12.0,2.2,3.8,10.0,-0.8,0.00,0.00,0.00,0.0,13.2,31.0,84,84,21.0,9.4,11.2,5.6,56,83,37,45619.99
2016-04-21,9.1,13.8,3.2,6.6,11.7,-0.4,3.60,3.60,0.00,8.0,13.8,25.9,162,162,16.6,8.2,7.9,2.0,68,92,53,19144.08
2016-04-22,12.5,16.1,6.2,10.5,14.3,1.7,1.70,1.70,0.00,4.0,20.8,44.6,311,311,27.3,13.4,13.3,7.8,81,98,61,28194.03
2016-04-23,6.4,11.5,2.2,2.1,8.6,-2.6,0.00,0.00,0.00,0.0,18.4,33.5,358,358,30.6,13.7,22.3,10.9,49,71,27,45857.09
2016-04-24,5.2,9.7,0.9,1.8,7.8,-2.6,0.00,0.00,0.00,0.0,11.2,23.8,64,64,17.8,7.2,7.2,4.5,53,74,44,36327.95
2016-04-25,5.0,6.4,3.4,1.1,2.6,-0.9,5.50,5.50,0.00,9.0,17.0,40.7,80,80,25.2,12.5,10.4,6.0,71,86,62,17662.54
2016-04-26,4.1,7.7,2.4,0.4,4.8,-1.8,17.10,17.10,0.00,12.0,16.9,33.1,45,45,26.2,11.6,14.0,3.9,79,90,60,15896.37
2016-04-27,5.3,11.7,0.2,1.6,8.9,-3.9,0.00,0.00,0.00,0.0,15.1,32.4,351,351,24.6,10.6,17.6,4.7,51,71,32,46570.04
2016-04-28,3.9,6.3,0.8,-0.4,2.3,-3.4,0.00,0.00,0.00,0.0,18.0,40.7,65,65,24.8,11.6,11.9,6.0,59,70,50,22894.61
2016-04-29,6.2,9.0,3.3,2.6,5.6,-0.7,0.00,0.00,0.00,0.0,12.9,29.9,74,74,20.1,8.7,6.1,3.1,59,84,45,43997.77
2016-04-30,6.6,11.7,0.5,3.3,9.3,-3.0,0.00,0.00,0.00,0.0,13.9,33.5,88,88,20.7,9.5,10.8,6.4,63,88,42,41225.96
2016-05-01,7.0,8.5,5.5,3.8,5.6,1.7,5.20,5.20,0.00,10.0,16.5,33.5,50,50,27.7,13.3,19.8,8.9,85,93,55,0.00
2016-05-02,7.8,11.3,5.5,5.3,9.6,2.4,2.80,2.80,0.00,6.0,14.5,32.0,43,43,21.0,8.8,8.3,4.0,81,93,60,13888.92
2016-05-03,8.0,12.0,2.4,6.1,11.2,-0.2,0.60,0.60,0.00,3.0,11.7,30.2,176,176,15.6,5.9,7.9,1.1,81,96,70,46743.77
2016-05-04,8.6,12.8,2.4,6.3,10.8,-0.4,0.20,0.20,0.00,2.0,13.0,32.8,122,122,19.8,8.6,10.1,4.9,76,96,60,47484.08
2016-05-05,10.2,14.2,6.6,7.9,13.1,4.0,1.00,1.00,0.00,6.0,17.3,33.5,26,26,25.9,10.6,13.3,5.2,80,94,67,37552.98
2016-05-06,13.3,19.4,7.3,10.9,18.6,3.8,0.00,0.00,0.00,0.0,17.9,36.4,11,11,26.4,11.5,13.0,3.3,60,78,37,48273.16
2016-05-07,11.7,16.1,6.2,9.7,14.7,3.9,0.10,0.10,0.00,1.0,23.4,45.0,177,177,21.5,9.7,8.6,5.1,73,84,62,37931.68
2016-05-08,8.9,13.2,4.4,5.1,9.7,0.6,1.40,1.40,0.00,3.0,23.1,49.3,316,316,34.6,14.6,15.5,8.3,62,84,44,48541.56
2016-05-09,8.0,13.8,1.9,4.8,11.1,-1.1,0.00,0.00,0.00,0.0,13.7,33.8,331,331,21.2,9.3,11.5,4.3,59,91,33,48610.85
2016-05-10,8.5,13.5,3.1,5.6,11.9,-0.0,0.00,0.00,0.00,0.0,11.8,32.8,83,83,19.5,8.7,10.4,4.5,58,83,38,48227.00
2016-05-11,10.5,16.6,4.2,7.4,14.4,0.6,0.00,0.00,0.00,0.0,15.0,34.9,85,85,20.2,9.8,10.4,5.4,52,68,36,48744.00
2016-05-12,12.7,19.1,7.0,10.8,19.5,3.7,0.00,0.00,0.00,0.0,12.3,30.6,118,118,20.0,9.1,11.9,5.7,64,75,56,46068.53
2016-05-13,15.9,19.1,12.8,14.3,17.0,11.5,6.20,6.20,0.00,7.0,22.5,48.6,271,271,31.0,13.3,13.3,5.4,71,98,43,40394.02
2016-05-14,9.5,11.8,4.5,5.9,10.3,-1.1,10.70,10.70,0.00,10.0,30.9,64.8,295,295,35.5,17.5,10.4,5.5,75,96,48,25241.67
2016-05-15,4.5,7.3,2.4,-1.3,2.1,-3.2,1.20,1.20,0.07,4.0,30.8,63.0,294,294,47.3,22.3,29.9,15.5,56,69,38,40748.25
2016-05-16,8.6,16.2,1.8,4.9,12.2,-2.8,1.40,1.40,0.00,4.0,25.6,59.8,273,273,33.1,13.5,15.5,4.3,57,87,37,49043.30
2016-05-17,10.0,14.9,4.8,7.3,13.4,1.4,0.00,0.00,0.00,0.0,13.7,32.4,345,345,21.9,8.8,14.4,2.5,62,91,40,49098.05
2016-05-18,9.8,13.3,5.1,7.7,12.7,2.2,0.30,0.30,0.00,2.0,11.7,20.9,25,25,15.6,6.1,6.8,2.2,66,84,50,48482.07
2016-05-19,12.7,18.2,6.5,10.6,16.6,3.1,0.00,0.00,0.00,0.0,11.2,22.7,331,331,16.5,6.6,10.4,0.8,60,82,39,49245.16
2016-05-20,13.6,19.9,5.7,11.8,19.8,3.2,0.00,0.00,0.00,0.0,12.8,28.4,129,129,16.3,6.9,9.4,1.8,57,83,38,49224.89
2016-05-21,14.7,19.3,11.0,13.1,18.9,8.3,0.00,0.00,0.00,0.0,8.9,22.3,56,56,14.0,6.5,6.1,3.3,59,84,46,37657.99
2016-05-22,15.3,20.7,9.9,13.0,19.6,7.0,0.00,0.00,0.00,0.0,14.9,35.3,350,350,28.5,13.4,10.4,7.7,61,89,42,48548.98
2016-05-23,17.6,24.3,10.4,16.3,25.4,7.2,0.00,0.00,0.00,0.0,14.0,27.4,336,336,19.3,8.0,14.0,2.9,51,65,36,49814.73
2016-05-24,19.3,27.2,10.9,18.1,27.7,7.9,0.00,0.00,0.00,0.0,11.0,25.2,293,293,18.9,7.8,12.2,5.0,47,63,31,49871.08
2016-05-25,21.0,27.1,15.7,20.4,27.2,13.4,0.20,0.20,0.00,1.0,13.7,37.8,276,276,22.7,9.5,12.6,4.2,57,71,43,49475.01
2016-05-26,18.6,23.5,14.1,18.7,24.9,14.1,0.00,0.00,0.00,0.0,13.0,45.0,145,145,21.5,8.4,6.1,3.7,75,90,61,36952.15
2016-05-27,22.8,27.5,17.5,24.5,30.4,18.0,0.20,0.20,0.00,2.0,11.4,26.6,220,220,20.1,7.8,9.7,0.5,74,94,56,48741.19
2016-05-28,23.1,28.5,17.7,25.0,31.4,18.9,0.60,0.60,0.00,1.0,13.3,36.0,179,179,18.8,7.2,5.0,0.4,71,89,55,48862.58
2016-05-29,23.4,28.9,18.2,24.4,30.5,19.1,0.80,0.80,0.00,1.0,19.5,45.0,214,214,27.2,12.3,12.6,6.6,70,91,48,31728.79
2016-05-30,22.5,26.7,18.3,21.9,25.8,18.2,0.00,0.00,0.00,0.0,19.4,43.9,279,279,30.5,13.7,11.9,5.4,59,88,36,50450.75
2016-05-31,19.8,26.1,13.7,18.1,25.0,12.6,0.00,0.00,0.00,0.0,18.9,42.5,323,323,27.6,13.4,12.2,7.7,54,83,30,49974.02
2016-06-01,15.5,18.5,12.2,13.7,18.3,9.6,0.00,0.00,0.00,0.0,14.5,35.3,91,91,26.3,11.3,11.2,6.3,59,69,50,48488.07
2016-06-02,20.6,27.8,14.2,20.2,27.7,13.3,0.90,0.90,0.00,4.0,15.9,38.9,295,295,22.4,8.2,6.8,0.8,58,82,34,49826.04
2016-06-03,18.9,22.8,12.9,18.1,23.8,11.9,0.00,0.00,0.00,0.0,12.0,30.2,9,9,18.6,6.8,12.6,1.3,59,82,44,48206.19
2016-06-04,19.1,23.8,14.0,18.1,24.4,12.8,0.00,0.00,0.00,0.0,13.4,30.2,83,83,21.0,10.1,13.7,6.5,58,78,43,48891.66
2016-06-05,18.5,23.8,15.0,17.7,23.3,13.9,15.40,15.40,0.00,12.0,23.5,54.0,221,221,40.6,17.9,19.4,13.2,82,98,57,29776.83
2016-06-06,19.3,23.5,15.6,16.8,20.5,13.6,0.00,0.00,0.00,0.0,26.6,55.8,262,262,40.9,18.2,18.0,7.2,58,81,37,50691.15
2016-06-07,15.8,19.5,11.7,13.5,18.0,7.5,0.80,0.80,0.00,2.0,24.1,53.6,299,299,36.6,16.3,15.5,7.1,67,91,49,51309.49
2016-06-08,11.5,14.7,9.1,7.0,9.8,5.3,0.00,0.00,0.00,0.0,28.2,59.0,304,304,44.2,21.4,27.0,14.6,60,75,44,41192.38
2016-06-09,13.5,19.3,7.7,9.7,15.3,4.0,0.00,0.00,0.00,0.0,23.7,51.5,312,312,33.7,16.0,16.2,9.2,49,73,31,51478.19
2016-06-10,15.9,22.2,8.5,14.3,22.3,5.7,0.00,0.00,0.00,0.0,12.3,22.0,275,275,16.9,7.4,14.0,1.8,50,72,32,51510.09
2016-06-11,22.6,29.6,14.9,21.8,28.3,13.2,0.70,0.70,0.00,3.0,28.9,63.0,273,273,39.3,17.8,16.6,3.7,62,89,37,45373.36
2016-06-12,16.4,20.3,12.7,12.2,17.0,8.3,0.00,0.00,0.00,0.0,30.0,65.5,324,324,54.5,24.7,37.4,18.1,51,64,43,50785.29
2016-06-13,14.7,20.6,10.5,11.9,19.5,7.7,0.00,0.00,0.00,0.0,17.6,38.5,332,332,30.1,14.4,20.5,9.8,58,79,39,43603.10
2016-06-14,15.7,20.9,9.6,14.3,21.6,8.2,0.00,0.00,0.00,0.0,14.2,24.8,47,47,17.8,6.6,10.4,1.1,55,87,38,51642.27
2016-06-15,16.8,22.3,10.9,15.2,20.1,9.4,1.60,1.60,0.00,5.0,13.1,29.2,103,103,15.5,6.7,4.3,2.2,55,80,30,28112.85
2016-06-16,19.8,24.1,15.3,18.6,23.2,14.3,0.30,0.30,0.00,1.0,22.0,47.2,84,84,25.8,12.1,7.2,5.4,58,78,42,51682.43
2016-06-17,22.4,28.6,14.5,22.0,29.7,13.2,0.00,0.00,0.00,0.0,10.1,22.7,3,3,16.0,5.7,10.4,0.4,45,69,28,51696.90
2016-06-18,23.7,29.8,16.4,23.5,32.3,15.0,0.00,0.00,0.00,0.0,12.6,21.6,324,324,16.7,6.9,9.0,0.8,46,67,29,51057.74
2016-06-19,24.8,31.3,16.4,24.3,31.7,15.5,0.00,0.00,0.00,0.0,16.1,31.0,244,244,22.5,10.5,11.9,7.2,47,72,28,51714.43
2016-06-20,25.0,32.1,19.3,24.5,31.7,16.1,9.20,9.20,0.00,4.0,29.5,65.5,242,242,42.7,19.5,23.8,13.7,58,82,42,42770.53
2016-06-21,20.0,23.9,15.2,17.1,20.8,12.3,0.00,0.00,0.00,0.0,20.9,46.4,297,297,32.4,14.2,9.7,4.3,41,60,29,45609.65
2016-06-22,19.4,24.3,15.3,17.1,21.7,13.6,0.00,0.00,0.00,0.0,21.0,46.4,299,299,32.4,13.8,11.5,5.9,47,73,28,51711.73
2016-06-23,18.6,23.9,12.8,17.9,24.0,11.5,0.00,0.00,0.00,0.0,7.9,22.0,24,24,15.8,5.2,9.7,2.8,53,78,34,51703.30
2016-06-24,20.3,25.7,14.2,19.5,26.5,12.7,0.00,0.00,0.00,0.0,12.2,30.2,68,68,21.1,8.7,10.1,4.6,54,76,33,51690.93
2016-06-25,21.4,27.1,15.2,21.1,27.6,15.0,0.00,0.00,0.00,0.0,13.0,29.9,146,146,16.4,6.5,4.3,0.8,53,83,32,51674.55
2016-06-26,24.7,31.4,17.2,25.1,31.8,17.0,1.90,1.90,0.00,2.0,22.8,49.7,204,204,30.2,13.6,11.5,5.2,60,87,40,39418.32
2016-06-27,25.6,31.1,20.9,26.2,29.9,20.1,4.70,4.70,0.00,2.0,21.7,44.6,276,276,30.8,14.2,16.9,7.0,62,95,29,48989.93
2016-06-28,19.3,21.9,16.1,18.0,21.7,13.6,1.30,1.30,0.00,5.0,16.6,37.1,325,325,30.5,13.3,22.0,9.7,63,77,53,51172.62
2016-06-29,19.9,25.2,15.0,18.0,24.1,13.3,0.00,0.00,0.00,0.0,17.1,37.8,334,334,28.1,12.7,16.2,8.7,52,77,29,51036.21
2016-06-30,20.3,26.3,12.3,18.7,26.0,10.6,0.00,0.00,0.00,0.0,17.4,37.1,225,225,20.2,9.1,11.5,3.6,45,74,27,51534.78
2016-07-01,18.6,21.8,15.3,17.0,20.7,12.5,13.60,13.60,0.00,6.0,24.1,51.5,265,265,31.2,14.2,12.2,3.2,65,91,45,33992.02
2016-07-02,18.8,24.2,13.0,16.2,21.4,10.7,0.00,0.00,0.00,0.0,22.6,51.1,292,292,34.2,16.4,14.4,9.7,52,75,32,51453.05
2016-07-03,20.6,26.6,13.6,19.2,25.3,12.0,0.00,0.00,0.00,0.0,13.0,32.4,300,300,21.6,10.1,12.2,7.1,50,76,27,51406.93
2016-07-04,20.5,25.9,12.6,20.3,26.3,12.1,0.00,0.00,0.00,0.0,11.0,29.2,156,156,16.3,7.3,8.3,1.1,57,90,34,51357.38
2016-07-05,23.6,29.6,16.3,23.5,28.8,16.5,0.00,0.00,0.00,0.0,18.6,41.8,278,278,22.2,9.5,7.9,2.6,55,84,38,51050.02
2016-07-06,24.7,30.2,17.4,25.8,32.1,18.2,0.00,0.00,0.00,0.0,16.1,37.1,221,221,21.4,9.6,10.8,2.5,62,89,42,49950.54
2016-07-07,25.6,30.2,21.1,27.8,32.5,23.7,0.80,0.80,0.00,3.0,11.2,31.3,318,318,20.4,7.0,11.9,3.2,65,88,44,49517.96
2016-07-08,22.6,25.4,20.7,24.8,27.7,22.5,1.80,1.80,0.00,7.0,12.4,30.2,112,112,19.3,7.8,8.6,2.1,79,92,67,31787.08
2016-07-09,21.9,25.8,19.3,22.0,24.2,18.7,2.10,2.10,0.00,8.0,21.9,47.5,292,292,35.1,14.9,7.9,1.8,72,97,43,49568.23
2016-07-10,21.8,27.0,17.4,21.2,26.2,17.1,0.00,0.00,0.00,0.0,17.3,37.4,347,347,29.7,13.4,12.6,7.5,60,86,34,50039.27
2016-07-11,20.8,24.3,17.1,21.5,25.9,18.1,0.10,0.10,0.00,1.0,12.7,32.0,109,109,19.1,8.2,9.7,5.0,71,91,57,42682.00
2016-07-12,24.2,31.3,17.5,24.9,31.8,18.1,0.00,0.00,0.00,0.0,19.6,42.8,172,172,23.2,10.8,9.4,4.7,62,86,37,50782.70
2016-07-13,27.3,33.8,21.2,28.5,34.7,22.1,0.30,0.30,0.00,2.0,20.3,40.3,228,228,27.3,13.1,11.2,8.2,58,77,33,49772.54
2016-07-14,25.1,29.3,21.3,25.9,30.6,23.4,5.30,5.30,0.00,9.0,24.3,54.7,232,232,39.7,18.1,23.0,12.4,70,96,45,37008.70
2016-07-15,22.7,25.9,17.9,22.0,25.6,16.8,0.00,0.00,0.00,0.0,22.5,50.0,278,278,31.4,15.0,13.0,7.7,60,75,48,50386.06
2016-07-16,19.5,23.5,15.6,19.2,24.3,14.3,0.00,0.00,0.00,0.0,11.9,26.3,335,335,19.1,7.0,9.7,1.1,59,76,40,49494.35
2016-07-17,21.1,25.7,14.9,21.3,26.6,15.3,0.40,0.40,0.00,1.0,18.4,48.6,176,176,21.2,9.2,7.6,0.8,64,91,40,38132.48
2016-07-18,24.3,29.0,19.9,23.3,27.5,17.1,0.30,0.30,0.00,2.0,25.4,56.2,281,281,40.4,19.5,22.3,12.8,56,83,26,43912.26
2016-07-19,20.7,26.0,15.4,18.7,24.0,13.8,0.00,0.00,0.00,0.0,16.5,38.2,323,323,24.8,11.4,13.3,8.4,46,66,26,50107.63
2016-07-20,21.1,27.1,14.1,21.2,28.2,13.9,0.00,0.00,0.00,0.0,8.3,22.0,281,281,14.6,4.9,6.8,2.5,55,87,32,50031.25
2016-07-21,25.4,31.6,18.5,25.3,32.5,17.0,0.00,0.00,0.00,0.0,21.2,44.6,232,232,27.5,14.0,8.3,8.3,53,68,36,45123.22
2016-07-22,28.4,34.1,23.5,29.0,33.7,24.7,0.00,0.00,0.00,0.0,21.3,47.9,282,282,34.7,15.6,24.1,11.2,53,87,24,49374.60
2016-07-23,26.7,32.6,21.7,25.9,31.4,21.3,0.00,0.00,0.00,0.0,18.3,44.3,320,320,32.1,14.6,22.3,11.3,45,66,25,49489.57
2016-07-24,22.7,26.0,20.8,23.7,26.9,21.5,0.60,0.60,0.00,2.0,13.8,31.7,118,118,21.5,10.3,12.6,7.2,70,82,60,12017.62
2016-07-25,25.6,31.5,22.2,27.4,32.0,24.0,2.70,2.70,0.00,5.0,19.8,44.3,261,261,29.7,13.4,16.9,9.3,71,95,36,27435.88
2016-07-26,24.5,30.2,18.5,24.1,29.6,18.0,0.00,0.00,0.00,0.0,16.6,32.8,314,314,27.2,12.1,11.9,6.9,52,76,29,48983.62
2016-07-27,25.3,32.3,18.2,26.4,32.8,18.7,0.90,0.90,0.00,2.0,17.2,39.6,282,282,21.7,9.1,9.0,3.0,60,84,34,48735.42
2016-07-28,24.2,28.4,19.5,26.0,30.4,21.9,0.00,0.00,0.00,0.0,9.7,23.0,29,29,16.0,5.7,7.9,2.6,66,95,42,42285.54
2016-07-29,23.5,26.7,20.2,23.7,27.4,19.4,0.00,0.00,0.00,0.0,14.6,27.7,30,30,22.8,10.2,11.9,4.4,58,74,42,47417.48
2016-07-30,21.8,25.0,19.0,21.3,25.1,18.1,0.50,0.50,0.00,1.0,15.3,39.2,69,69,28.6,12.3,13.7,7.3,59,68,48,45794.59
2016-07-31,21.7,24.6,19.6,22.1,25.7,19.2,0.20,0.20,0.00,1.0,14.3,34.6,64,64,23.6,9.9,12.2,6.0,67,80,58,36796.79
2016-08-01,22.8,26.6,19.0,24.4,28.5,20.1,0.00,0.00,0.00,0.0,11.4,30.2,56,56,18.6,7.0,8.3,2.4,70,85,54,47225.61
2016-08-02,23.2,27.3,18.2,24.0,29.2,18.8,0.00,0.00,0.00,0.0,11.5,29.9,109,109,18.9,8.4,7.9,5.1,64,91,41,47778.45
2016-08-03,23.7,28.3,18.8,25.4,30.9,20.9,0.00,0.00,0.00,0.0,12.5,29.2,134,134,15.1,5.5,5.4,0.0,66,88,46,47507.92
2016-08-04,25.3,30.6,20.7,27.0,32.6,23.1,0.00,0.00,0.00,0.0,12.9,31.3,169,169,18.4,7.5,6.8,2.2,63,88,37,47490.38
2016-08-05,25.9,30.9,22.6,27.8,32.5,24.8,6.20,6.20,0.00,5.0,22.7,52.6,220,220,32.2,13.6,14.8,7.3,70,86,52,47072.79
2016-08-06,23.6,28.8,18.7,22.4,26.6,17.9,0.00,0.00,0.00,0.0,17.9,39.6,313,313,31.8,15.7,19.8,13.6,53,74,30,47238.57
2016-08-07,22.5,27.3,17.9,21.2,26.2,17.1,0.00,0.00,0.00,0.0,15.6,35.3,325,325,29.5,14.1,19.1,11.2,54,82,34,47144.01
2016-08-08,22.2,27.4,16.4,22.1,28.5,16.4,0.00,0.00,0.00,0.0,11.0,20.5,54,54,17.2,7.4,11.5,2.8,54,86,33,47133.24
2016-08-09,23.9,29.6,17.3,24.4,30.6,17.6,0.00,0.00,0.00,0.0,14.7,35.3,133,133,21.4,9.6,7.9,4.8,59,87,40,46259.62
2016-08-10,26.9,32.9,20.8,29.4,34.6,24.0,0.70,0.70,0.00,3.0,10.9,29.2,260,260,18.9,7.3,9.7,3.7,65,95,37,46814.29
2016-08-11,26.8,31.7,20.2,29.1,34.7,22.5,0.20,0.20,0.00,1.0,15.0,36.7,196,196,20.0,8.1,8.6,2.3,63,87,46,46797.89
2016-08-12,28.5,32.6,25.1,31.2,34.7,28.6,0.30,0.30,0.00,1.0,18.9,48.6,257,257,31.8,14.4,12.2,4.8,68,90,46,46611.29
2016-08-13,24.9,29.5,23.0,28.5,31.6,26.9,20.60,20.60,0.00,22.0,23.4,61.9,217,217,34.9,11.3,12.6,1.9,87,96,66,11420.75
2016-08-14,23.5,27.1,20.0,24.3,26.5,21.1,0.00,0.00,0.00,0.0,16.9,35.3,297,297,26.0,12.1,10.4,6.4,69,92,47,28970.25
2016-08-15,21.7,25.5,17.2,23.5,27.8,19.1,0.00,0.00,0.00,0.0,11.4,27.4,125,125,15.5,7.0,4.7,2.2,78,95,61,35990.79
2016-08-16,22.9,26.6,19.9,24.3,26.9,20.0,20.50,20.50,0.00,12.0,29.8,72.4,210,210,38.0,17.7,13.0,3.2,86,96,69,21997.00
2016-08-17,21.5,26.2,15.9,22.8,27.6,17.1,0.00,0.00,0.00,0.0,13.9,34.2,239,239,19.6,7.9,7.9,0.5,75,94,60,44047.04
2016-08-18,23.2,26.9,19.1,25.2,28.8,20.9,0.30,0.30,0.00,2.0,12.1,29.5,336,336,17.1,6.3,7.6,2.6,73,95,50,46082.74
2016-08-19,24.5,27.6,22.0,27.2,30.1,25.1,0.00,0.00,0.00,0.0,13.0,28.8,169,169,16.3,7.1,5.0,0.8,74,90,55,45991.88
2016-08-20,24.6,29.0,21.1,27.4,32.3,23.6,1.30,1.30,0.00,3.0,17.5,42.8,188,188,26.3,11.1,15.1,4.5,79,95,60,43276.28
2016-08-21,22.1,24.5,17.7,21.5,25.6,15.9,4.90,4.90,0.00,6.0,26.3,54.4,260,260,41.4,19.5,24.1,12.0,68,93,47,43631.45
2016-08-22,18.5,22.8,14.2,16.9,19.8,13.4,0.00,0.00,0.00,0.0,17.6,41.0,297,297,25.1,10.9,10.1,4.7,57,83,34,45699.83
2016-08-23,20.7,27.4,13.9,20.2,27.1,13.2,0.00,0.00,0.00,0.0,17.3,36.4,236,236,21.6,11.1,8.6,5.8,64,87,41,45541.70
2016-08-24,22.6,27.7,16.7,22.9,27.8,17.7,0.00,0.00,0.00,0.0,20.7,43.6,204,204,26.0,12.6,12.6,5.4,67,91,43,45381.87
2016-08-25,24.2,29.1,22.0,26.9,30.8,23.6,8.90,8.90,0.00,9.0,14.1,33.8,257,257,23.5,10.4,11.9,5.4,82,96,52,26908.71
